HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR
Wolves,Tottenham,4,2,2,0,1,4,1,2,0,0
Newcastle,Man United,4,1,1,1,7,2,0,2,0,0
Bournemouth,Fulham,1,0,1,0,6,9,3,2,0,0
Newcastle,Crystal Palace,5,0,4,0,5,4,2,3,0,0
Brentford,Brighton,4,2,1,1,4,8,3,3,0,1
Crystal Palace,Bournemouth,0,0,0,0,5,4,3,4,1,0
Everton,Man City,0,2,0,0,2,5,4,0,0,0
West Ham,Southampton,1,1,0,0,2,5,2,1,0,0
Aston Villa,Newcastle,4,1,1,1,7,7,1,3,0,0
Fulham,Chelsea,1,2,1,0,6,4,1,3,0,0
Ipswich,Arsenal,0,4,0,2,0,12,0,0,1,0
Man United,Wolves,0,1,0,0,9,2,2,3,0,0
Leicester,Liverpool,0,1,0,0,1,13,1,2,0,0
Tottenham,Nott'm Forest,1,2,0,2,7,1,1,4,0,0
Man City,Aston Villa,2,1,1,1,10,2,3,3,0,0
Arsenal,Crystal Palace,2,2,2,1,3,6,1,1,0,0
Chelsea,Everton,1,0,1,0,10,2,0,0,0,0
Brighton,West Ham,3,2,1,0,8,1,1,1,0,0
Newcastle,Ipswich,3,0,1,0,11,2,1,2,0,1
Southampton,Fulham,1,2,1,0,0,13,1,1,0,0
Wolves,Leicester,3,0,1,0,4,2,1,4,0,0
Bournemouth,Man United,1,1,1,0,5,10,4,2,1,0
Liverpool,Tottenham,5,1,3,1,8,2,2,1,0,0
Nott'm Forest,Brentford,0,2,0,1,4,5,3,5,0,0
Man City,Wolves,1,0,1,0,4,5,0,0,0,0
Aston Villa,Fulham,1,0,1,0,5,3,0,5,0,0
Everton,Ipswich,2,2,2,1,3,3,4,4,0,0
Leicester,Southampton,2,0,2,0,7,7,1,3,0,0
Arsenal,Bournemouth,1,2,1,0,2,3,0,2,0,0
Brentford,Man United,4,3,2,1,7,4,0,2,0,0
Brighton,Newcastle,1,1,1,0,1,4,2,1,0,0
West Ham,Tottenham,1,1,1,1,1,3,2,2,0,0
Chelsea,Liverpool,3,1,1,0,3,6,2,2,0,0
Crystal Palace,Nott'm Forest,1,1,0,0,7,4,3,8,0,0
Fulham,Everton,1,3,1,1,5,5,1,0,0,0
Ipswich,Brentford,0,1,0,1,5,6,2,4,0,0
Southampton,Man City,0,0,0,0,1,15,2,0,0,0
Wolves,Brighton,0,2,0,1,7,4,1,1,0,0
Bournemouth,Aston Villa,0,1,0,1,10,0,4,3,0,1
Newcastle,Chelsea,2,0,1,0,2,8,4,2,0,1
Man United,West Ham,0,2,0,1,8,5,0,1,0,0
Nott'm Forest,Leicester,2,2,1,1,4,4,3,3,0,0
Tottenham,Crystal Palace,0,2,0,1,4,8,1,1,0,0
Liverpool,Arsenal,2,2,2,0,3,1,1,1,0,1
Aston Villa,Tottenham,2,0,0,0,9,1,1,2,0,0
Chelsea,Man United,1,0,0,0,7,2,1,6,0,0
Everton,Southampton,2,0,2,0,4,5,1,1,0,0
West Ham,Nott'm Forest,1,2,0,1,8,7,6,3,0,0
Brentford,Fulham,2,3,2,1,5,3,4,4,0,0
Leicester,Ipswich,2,0,1,0,2,2,1,0,0,0
Arsenal,Newcastle,1,0,0,0,10,7,3,3,0,0
Brighton,Liverpool,3,2,1,2,3,3,1,0,0,0
Crystal Palace,Wolves,4,2,2,1,0,10,1,2,0,0
Man City,Bournemouth,3,1,2,0,3,1,1,3,1,1
Bournemouth,Leicester,2,0,0,0,6,1,0,2,0,0
Fulham,Man City,0,2,0,1,1,6,0,0,0,0
Ipswich,West Ham,1,3,0,1,4,0,1,1,0,0
Liverpool,Crystal Palace,1,1,0,1,11,0,1,0,1,0
Man United,Aston Villa,2,0,0,0,4,3,2,2,0,1
Newcastle,Everton,0,1,0,0,12,3,1,4,0,0
Nott'm Forest,Chelsea,0,1,0,0,7,4,2,2,0,0
Southampton,Arsenal,1,2,0,1,5,8,0,0,0,0
Tottenham,Brighton,1,4,1,0,2,11,3,1,0,0
Wolves,Brentford,1,1,0,1,8,3,2,1,0,0
Burnley,Man City,0,3,0,2,6,5,0,0,1,0
Arsenal,Nott'm Forest,2,1,2,0,8,3,2,2,0,0
Bournemouth,West Ham,1,1,0,0,10,4,1,4,0,0
Brighton,Luton,4,1,1,0,6,7,2,2,0,0
Everton,Fulham,0,1,0,0,10,4,0,2,0,0
Sheffield United,Crystal Palace,0,1,0,0,5,5,3,0,0,0
Newcastle,Aston Villa,5,1,2,1,6,5,4,4,0,0
Brentford,Tottenham,2,2,2,2,3,6,1,4,0,0
Chelsea,Liverpool,1,1,1,1,4,4,3,3,0,0
Man United,Wolves,1,0,0,0,8,7,2,3,0,0
Nott'm Forest,Sheffield United,2,1,1,0,6,7,2,3,0,0
Fulham,Brentford,0,3,0,1,5,5,2,2,1,0
Liverpool,Bournemouth,3,1,2,1,10,2,1,3,1,0
Wolves,Brighton,1,4,0,1,5,3,3,6,1,0
Tottenham,Man United,2,0,0,0,5,6,1,3,0,0
Man City,Newcastle,1,0,1,0,3,0,1,5,0,0
Aston Villa,Everton,4,0,2,0,7,6,3,4,0,0
West Ham,Chelsea,3,1,1,1,3,9,2,3,1,0
Crystal Palace,Arsenal,0,1,0,0,1,8,2,1,0,1
Chelsea,Luton,3,0,1,0,6,4,2,3,0,0
Bournemouth,Tottenham,0,2,0,1,6,2,1,3,0,0
Arsenal,Fulham,2,2,0,1,8,3,0,3,0,1
Brentford,Crystal Palace,1,1,1,0,8,6,0,0,0,0
Everton,Wolves,0,1,0,0,7,0,3,4,0,0
Man United,Nott'm Forest,3,2,1,2,11,3,4,4,0,1
Brighton,West Ham,1,3,0,1,17,4,1,3,0,0
Burnley,Aston Villa,1,3,0,2,4,6,2,0,0,0
Sheffield United,Man City,1,2,0,0,1,12,3,0,0,0
Newcastle,Liverpool,1,2,1,0,5,9,1,2,0,1
Luton,West Ham,1,2,0,1,9,6,1,1,0,0
Sheffield United,Everton,2,2,2,1,4,6,1,2,0,0
Brentford,Bournemouth,2,2,1,1,5,2,1,2,0,0
Burnley,Tottenham,2,5,1,2,7,4,4,3,0,0
Chelsea,Nott'm Forest,0,1,0,0,8,0,3,4,0,0
Man City,Fulham,5,1,2,1,4,5,2,4,0,0
Brighton,Newcastle,3,1,1,0,5,3,4,4,0,0
Crystal Palace,Wolves,3,2,0,0,4,2,1,3,0,0
Liverpool,Aston Villa,3,0,2,0,7,3,0,1,0,0
