HomeTeam,AwayTeam,FTHG,FTAG
Admira,Austria Vienna,1,0
SK Rapid,Wolfsberger AC,2,4
Sturm Graz,Wacker Innsbruck,1,0
Salzburg,Neustadt,8,1
Wolfsberger AC,Ried,1,1
Grodig,Sturm Graz,0,1
Wacker Innsbruck,Admira,3,3
Austria Vienna,Salzburg,1,2
Neustadt,SK Rapid,0,0
Salzburg,Wacker Innsbruck,6,0
Wolfsberger AC,Neustadt,1,1
Admira,Grodig,0,4
Ried,Austria Vienna,1,1
SK Rapid,Sturm Graz,2,2
Wacker Innsbruck,Wolfsberger AC,1,2
Neustadt,Ried,3,3
Sturm Graz,Admira,0,2
Austria Vienna,SK Rapid,0,1
Grodig,Salzburg,0,3
SK Rapid,Admira,4,2
Wolfsberger AC,Grodig,1,1
Ried,Wacker Innsbruck,4,0
Salzburg,Sturm Graz,1,0
Neustadt,Austria Vienna,0,3
Wacker Innsbruck,Neustadt,4,0
Austria Vienna,Wolfsberger AC,1,0
Grodig,SK Rapid,2,2
Admira,Salzburg,3,1
Neustadt,Grodig,0,2
Ried,Admira,2,2
Wacker Innsbruck,Austria Vienna,0,5
SK Rapid,Salzburg,2,1
Sturm Graz,Ried,2,0
Grodig,Austria Vienna,1,0
Admira,Wolfsberger AC,3,0
Sturm Graz,Neustadt,2,3
Salzburg,Ried,4,0
SK Rapid,Wacker Innsbruck,3,0
Austria Vienna,Sturm Graz,3,2
Wolfsberger AC,Salzburg,1,2
Neustadt,Admira,1,0
Ried,SK Rapid,2,0
Wacker Innsbruck,Grodig,5,3
Austria Vienna,Admira,2,2
Grodig,Ried,3,0
Wacker Innsbruck,Sturm Graz,0,1
Wolfsberger AC,SK Rapid,2,1
Wolfsberger AC,Sturm Graz,2,1
Admira,Wacker Innsbruck,3,0
Ried,Wolfsberger AC,1,3
Sturm Graz,Grodig,2,2
Salzburg,Austria Vienna,4,0
SK Rapid,Neustadt,0,0
Grodig,Admira,2,1
Austria Vienna,Ried,1,1
Neustadt,Wolfsberger AC,1,1
Sturm Graz,SK Rapid,2,0
Wacker Innsbruck,Salzburg,0,1
Neustadt,Salzburg,1,5
Salzburg,Grodig,6,0
Wolfsberger AC,Wacker Innsbruck,3,2
Admira,Sturm Graz,1,1
Ried,Neustadt,2,1
SK Rapid,Austria Vienna,3,1
Sturm Graz,Salzburg,1,4
Austria Vienna,Neustadt,1,1
Grodig,Wolfsberger AC,3,0
Wacker Innsbruck,Ried,1,1
Admira,SK Rapid,2,1
Ried,Sturm Graz,2,2
Wolfsberger AC,Austria Vienna,0,0
Neustadt,Wacker Innsbruck,1,0
SK Rapid,Grodig,0,0
Salzburg,Admira,6,1
Austria Vienna,Wacker Innsbruck,2,1
Admira,Ried,2,2
Grodig,Neustadt,1,2
Sturm Graz,Wolfsberger AC,1,4
Salzburg,SK Rapid,6,3
Wolfsberger AC,Admira,2,3
Austria Vienna,Grodig,2,0
Neustadt,Sturm Graz,2,1
Ried,Salzburg,1,3
Wacker Innsbruck,SK Rapid,1,1
Grodig,Wacker Innsbruck,1,1
Admira,Neustadt,3,0
SK Rapid,Ried,1,0
Sturm Graz,Austria Vienna,1,1
Salzburg,Wolfsberger AC,5,0
Admira,Austria Vienna,0,1
SK Rapid,Wolfsberger AC,3,0
Ried,Grodig,1,4
Sturm Graz,Wacker Innsbruck,3,1
Salzburg,Neustadt,5,0
Wacker Innsbruck,Admira,0,0
Wolfsberger AC,Ried,0,2
Austria Vienna,Salzburg,3,0
Grodig,Sturm Graz,0,6
Neustadt,SK Rapid,0,3
SK Rapid,Sturm Graz,2,0
Wolfsberger AC,Neustadt,4,0
Admira,Grodig,4,0
Salzburg,Wacker Innsbruck,0,0
Ried,Austria Vienna,2,2
Grodig,Salzburg,1,3
Neustadt,Ried,1,1
Sturm Graz,Admira,1,1
Wacker Innsbruck,Wolfsberger AC,0,1
Austria Vienna,SK Rapid,0,1
Salzburg,Sturm Graz,1,2
Wolfsberger AC,Grodig,1,2
SK Rapid,Admira,0,0
Ried,Wacker Innsbruck,1,2
Neustadt,Austria Vienna,0,2
Austria Vienna,Wolfsberger AC,3,1
Admira,Salzburg,2,3
Sturm Graz,Ried,2,1
Wacker Innsbruck,Neustadt,3,1
Grodig,SK Rapid,2,2
Ried,Admira,3,0
Neustadt,Grodig,1,3
SK Rapid,Salzburg,2,1
Wacker Innsbruck,Austria Vienna,1,1
Wolfsberger AC,Sturm Graz,0,1
Admira,Wolfsberger AC,1,0
Grodig,Austria Vienna,2,1
SK Rapid,Wacker Innsbruck,2,0
Salzburg,Ried,4,0
Sturm Graz,Neustadt,1,2
Wolfsberger AC,Salzburg,2,0
Austria Vienna,Sturm Graz,1,2
Ried,SK Rapid,2,5
Wacker Innsbruck,Grodig,3,3
Neustadt,Admira,5,2
Salzburg,SK Rapid,6,1
Admira,Wolfsberger AC,1,4
Altach,Sturm Graz,1,0
Ried,Neustadt,3,1
Austria Vienna,Grodig,1,1
Wolfsberger AC,Austria Vienna,4,0
Neustadt,Salzburg,0,5
SK Rapid,Ried,1,0
Grodig,Sturm Graz,2,1
Admira,SK Rapid,1,1
Austria Vienna,Altach,0,0
Ried,Salzburg,0,2
Sturm Graz,Neustadt,4,2
Grodig,Wolfsberger AC,0,2
Neustadt,Austria Vienna,2,2
Altach,Wolfsberger AC,1,2
SK Rapid,Sturm Graz,1,1
Ried,Admira,1,1
Salzburg,Grodig,8,0
Altach,Admira,0,2
SK Rapid,Altach,0,1
Wolfsberger AC,Ried,4,1
Admira,Salzburg,0,3
Grodig,Neustadt,3,0
Sturm Graz,Austria Vienna,1,1
Sturm Graz,Wolfsberger AC,1,2
Neustadt,Admira,5,4
Ried,Grodig,2,2
Salzburg,Altach,5,0
Austria Vienna,SK Rapid,2,2
Salzburg,Sturm Graz,2,3
Wolfsberger AC,Neustadt,0,1
Admira,Austria Vienna,2,1
Altach,Ried,2,2
SK Rapid,Grodig,2,0
Austria Vienna,Ried,3,1
Sturm Graz,Admira,0,2
Wolfsberger AC,Salzburg,1,0
Grodig,Altach,3,3
Neustadt,SK Rapid,1,5
SK Rapid,Wolfsberger AC,3,0
Admira,Grodig,0,0
Altach,Neustadt,2,0
Ried,Sturm Graz,0,1
Salzburg,Austria Vienna,2,3
Sturm Graz,Altach,2,2
Wolfsberger AC,Admira,2,1
Grodig,Austria Vienna,0,0
Neustadt,Ried,0,1
SK Rapid,Salzburg,1,2
Austria Vienna,Wolfsberger AC,0,2
Admira,Altach,0,2
Sturm Graz,Grodig,1,0
Ried,SK Rapid,1,2
Salzburg,Neustadt,4,1
Salzburg,Ried,4,2
Wolfsberger AC,Grodig,1,2
Altach,Austria Vienna,1,1
SK Rapid,Admira,0,0
Neustadt,Sturm Graz,0,0
Sturm Graz,SK Rapid,1,3
Wolfsberger AC,Altach,0,0
Admira,Ried,0,0
Austria Vienna,Neustadt,2,0
Grodig,Salzburg,2,2
Austria Vienna,Sturm Graz,0,3
Ried,Wolfsberger AC,1,0
Salzburg,Admira,2,0
Altach,SK Rapid,2,0
Neustadt,Grodig,2,4
Wolfsberger AC,Sturm Graz,0,2
Admira,Neustadt,1,1
Grodig,Ried,0,1
SK Rapid,Austria Vienna,2,3
Altach,Salzburg,4,1
Grodig,SK Rapid,3,1
Austria Vienna,Admira,4,0
Neustadt,Wolfsberger AC,2,0
Ried,Altach,2,1
Sturm Graz,Salzburg,1,2
Ried,Austria Vienna,1,1
Admira,Sturm Graz,0,2
Altach,Grodig,3,1
SK Rapid,Neustadt,3,0
Salzburg,Wolfsberger AC,2,2
Austria Vienna,Salzburg,2,4
Grodig,Admira,5,0
Neustadt,Altach,2,0
Sturm Graz,Ried,3,1
Wolfsberger AC,SK Rapid,1,1
Altach,Sturm Graz,2,0
Admira,Wolfsberger AC,2,1
Austria Vienna,Grodig,1,0
Ried,Neustadt,6,0
Salzburg,SK Rapid,1,2
SK Rapid,Ried,3,0
Altach,Admira,2,0
Neustadt,Salzburg,0,2
Wolfsberger AC,Austria Vienna,1,0
Austria Vienna,Altach,5,2
Sturm Graz,Neustadt,3,3
Ried,Salzburg,2,2
Admira,SK Rapid,1,1
Altach,Wolfsberger AC,1,0
Neustadt,Austria Vienna,1,0
SK Rapid,Sturm Graz,1,0
Ried,Admira,2,2
Salzburg,Grodig,3,1
Sturm Graz,Austria Vienna,2,1
Wolfsberger AC,Ried,1,2
Admira,Salzburg,1,4
Grodig,Neustadt,1,3
SK Rapid,Altach,1,0
Sturm Graz,Wolfsberger AC,2,0
Neustadt,Admira,0,0
Ried,Grodig,2,1
Salzburg,Altach,0,1
Austria Vienna,SK Rapid,2,1
Grodig,Sturm Graz,0,2
Admira,Austria Vienna,1,1
Wolfsberger AC,Neustadt,2,0
Altach,Ried,2,1
SK Rapid,Grodig,4,0
Salzburg,Sturm Graz,2,1
Grodig,Wolfsberger AC,2,0
Austria Vienna,Ried,0,1
Wolfsberger AC,Salzburg,3,2
Grodig,Altach,0,1
Sturm Graz,Admira,3,1
Neustadt,SK Rapid,0,1
Salzburg,Austria Vienna,3,1
Admira,Grodig,2,3
SK Rapid,Wolfsberger AC,4,1
Ried,Sturm Graz,1,2
Sturm Graz,Altach,5,0
Wolfsberger AC,Admira,2,0
Grodig,Austria Vienna,1,1
Neustadt,Ried,0,1
SK Rapid,Salzburg,3,3
Altach,Neustadt,3,1
Ried,SK Rapid,0,1
Admira,Altach,2,2
Salzburg,Neustadt,6,0
Sturm Graz,Grodig,2,1
Austria Vienna,Wolfsberger AC,1,1
Salzburg,Ried,2,1
Wolfsberger AC,Grodig,2,1
Neustadt,Sturm Graz,4,4
SK Rapid,Admira,1,1
Altach,Austria Vienna,2,0
Wolfsberger AC,Altach,2,0
Admira,Ried,1,0
Austria Vienna,Neustadt,2,1
Grodig,Salzburg,0,3
Sturm Graz,SK Rapid,2,2
Austria Vienna,Sturm Graz,0,0
Neustadt,Grodig,2,4
Ried,Wolfsberger AC,4,0
Salzburg,Admira,4,0
Altach,SK Rapid,1,3
Altach,Salzburg,2,2
Wolfsberger AC,Sturm Graz,1,0
Admira,Neustadt,0,0
Grodig,Ried,3,2
SK Rapid,Austria Vienna,4,1
Ried,Altach,4,1
Austria Vienna,Admira,0,1
Neustadt,Wolfsberger AC,2,0
Sturm Graz,Salzburg,0,0
Admira,Sturm Graz,1,2
Altach,Grodig,2,0
SK Rapid,Neustadt,0,0
Ried,Austria Vienna,0,2
Salzburg,Wolfsberger AC,3,0
Grodig,SK Rapid,0,2
Wolfsberger AC,SK Rapid,0,5
Austria Vienna,Salzburg,1,1
Grodig,Admira,0,1
Neustadt,Altach,0,1
Sturm Graz,Ried,0,0
Mattersburg,Salzburg,2,1
Grodig,Altach,2,1
SK Rapid,Ried,3,0
Sturm Graz,Admira,1,1
Wolfsberger AC,Austria Vienna,0,2
Salzburg,SK Rapid,1,2
Admira,Mattersburg,2,1
Austria Vienna,Altach,3,1
Ried,Wolfsberger AC,0,0
Sturm Graz,Grodig,1,1
Grodig,Austria Vienna,2,2
Admira,Salzburg,2,2
Mattersburg,Ried,4,1
Altach,Sturm Graz,0,1
SK Rapid,Wolfsberger AC,2,1
Ried,Salzburg,1,4
Wolfsberger AC,Sturm Graz,0,2
Altach,Mattersburg,3,1
Austria Vienna,SK Rapid,2,5
Grodig,Admira,2,3
Austria Vienna,Mattersburg,5,1
Wolfsberger AC,Grodig,3,2
Admira,Ried,3,1
Salzburg,Altach,2,0
Sturm Graz,SK Rapid,2,2
SK Rapid,Grodig,3,0
Mattersburg,Wolfsberger AC,1,0
Ried,Sturm Graz,1,0
Salzburg,Austria Vienna,2,2
Altach,Admira,1,2
Admira,Austria Vienna,0,1
Grodig,Ried,4,1
SK Rapid,Mattersburg,2,4
Sturm Graz,Salzburg,2,3
Wolfsberger AC,Altach,0,2
Altach,SK Rapid,2,0
Admira,Wolfsberger AC,1,0
Austria Vienna,Ried,1,1
Salzburg,Grodig,4,2
Mattersburg,Sturm Graz,2,0
Sturm Graz,Austria Vienna,2,0
Wolfsberger AC,Salzburg,1,1
Grodig,Mattersburg,1,1
Ried,Altach,2,0
SK Rapid,Admira,2,0
Ried,SK Rapid,0,1
Altach,Grodig,1,0
Austria Vienna,Wolfsberger AC,1,0
Salzburg,Mattersburg,4,2
Admira,Sturm Graz,0,1
Grodig,Sturm Graz,3,0
Wolfsberger AC,Ried,1,1
Altach,Austria Vienna,1,2
Mattersburg,Admira,0,4
SK Rapid,Salzburg,1,2
Salzburg,Admira,8,0
Austria Vienna,Grodig,2,1
Ried,Mattersburg,0,1
Sturm Graz,Altach,3,1
Wolfsberger AC,SK Rapid,2,1
Mattersburg,Altach,2,1
Admira,Grodig,0,0
Salzburg,Ried,2,1
Sturm Graz,Wolfsberger AC,2,0
SK Rapid,Austria Vienna,1,2
SK Rapid,Sturm Graz,2,1
Altach,Salzburg,1,0
Grodig,Wolfsberger AC,1,0
Ried,Admira,1,1
Mattersburg,Austria Vienna,1,2
Austria Vienna,Salzburg,1,1
Wolfsberger AC,Mattersburg,2,1
Admira,Altach,1,1
Sturm Graz,Ried,3,2
Grodig,SK Rapid,2,1
Austria Vienna,Admira,1,1
Altach,Wolfsberger AC,2,1
Mattersburg,SK Rapid,1,6
Ried,Grodig,1,0
Salzburg,Sturm Graz,3,1
Sturm Graz,Mattersburg,0,0
Wolfsberger AC,Admira,4,0
Grodig,Salzburg,1,1
Ried,Austria Vienna,4,2
SK Rapid,Altach,3,1
Salzburg,Wolfsberger AC,1,1
Admira,SK Rapid,2,1
Altach,Ried,1,3
Mattersburg,Grodig,0,2
Austria Vienna,Sturm Graz,2,1
Wolfsberger AC,Austria Vienna,2,0
Grodig,Altach,0,3
SK Rapid,Ried,2,1
Sturm Graz,Admira,1,1
Mattersburg,Salzburg,0,0
Austria Vienna,Altach,1,2
Admira,Mattersburg,1,1
Ried,Wolfsberger AC,1,0
Sturm Graz,Grodig,2,0
Salzburg,SK Rapid,2,0
Altach,Sturm Graz,2,2
Grodig,Austria Vienna,0,1
Mattersburg,Ried,3,3
SK Rapid,Wolfsberger AC,3,0
Admira,Salzburg,1,2
Ried,Salzburg,1,0
Wolfsberger AC,Sturm Graz,0,0
Altach,Mattersburg,1,2
Grodig,Admira,2,2
Austria Vienna,SK Rapid,0,3
Austria Vienna,Mattersburg,2,2
Wolfsberger AC,Grodig,2,0
Admira,Ried,0,0
Salzburg,Altach,2,0
Sturm Graz,SK Rapid,0,2
Ried,Sturm Graz,0,1
Altach,Admira,1,2
Mattersburg,Wolfsberger AC,1,1
SK Rapid,Grodig,3,2
Salzburg,Austria Vienna,4,1
Wolfsberger AC,Altach,1,0
Admira,Austria Vienna,0,3
Grodig,Ried,2,2
SK Rapid,Mattersburg,3,0
Sturm Graz,Salzburg,0,0
Salzburg,Grodig,3,0
Admira,Wolfsberger AC,0,2
Austria Vienna,Ried,3,1
Mattersburg,Sturm Graz,1,0
Altach,SK Rapid,0,0
Wolfsberger AC,Salzburg,1,1
Grodig,Mattersburg,0,1
SK Rapid,Admira,0,4
Ried,Altach,0,2
Sturm Graz,Austria Vienna,1,1
Austria Vienna,Wolfsberger AC,0,0
Admira,Sturm Graz,1,0
Altach,Grodig,1,0
Salzburg,Mattersburg,2,1
Ried,SK Rapid,1,0
Grodig,Sturm Graz,1,3
Wolfsberger AC,Ried,1,0
Altach,Austria Vienna,2,0
Mattersburg,Admira,0,3
SK Rapid,Salzburg,1,1
Sturm Graz,Altach,4,1
Wolfsberger AC,SK Rapid,2,2
Austria Vienna,Grodig,0,2
Ried,Mattersburg,1,0
Salzburg,Admira,1,0
Salzburg,Ried,2,1
Admira,Grodig,1,1
Mattersburg,Altach,0,0
Sturm Graz,Wolfsberger AC,1,0
SK Rapid,Austria Vienna,1,0
Mattersburg,Austria Vienna,0,9
Altach,Salzburg,1,3
Grodig,Wolfsberger AC,0,1
Ried,Admira,1,0
SK Rapid,Sturm Graz,2,0
Grodig,SK Rapid,2,0
Wolfsberger AC,Mattersburg,2,0
Admira,Altach,2,1
Sturm Graz,Ried,0,0
Austria Vienna,Salzburg,0,2
Austria Vienna,Admira,3,1
Altach,Wolfsberger AC,1,1
Ried,Grodig,2,0
Salzburg,Sturm Graz,1,1
Mattersburg,SK Rapid,0,2
Wolfsberger AC,Admira,1,2
Grodig,Salzburg,1,2
SK Rapid,Altach,1,1
Ried,Austria Vienna,0,5
Sturm Graz,Mattersburg,1,1
Admira,SK Rapid,1,3
Altach,Ried,0,0
Austria Vienna,Sturm Graz,3,0
Mattersburg,Grodig,2,3
Salzburg,Wolfsberger AC,1,0
SK Rapid,Ried,5,0
Altach,Wolfsberger AC,1,0
Sturm Graz,Salzburg,3,1
St. Polten,Austria Vienna,1,2
Mattersburg,Admira,0,1
Salzburg,Wolfsberger AC,1,1
Ried,Sturm Graz,1,0
Altach,SK Rapid,1,0
Austria Vienna,Mattersburg,3,1
St. Polten,Admira,2,1
Mattersburg,Sturm Graz,0,2
Wolfsberger AC,Ried,1,0
Admira,Altach,1,2
Salzburg,St. Polten,2,0
Austria Vienna,SK Rapid,1,4
Ried,Salzburg,0,2
Altach,St. Polten,3,1
Mattersburg,Wolfsberger AC,3,1
SK Rapid,Admira,4,0
Sturm Graz,Austria Vienna,3,1
St. Polten,Sturm Graz,1,3
Admira,Ried,1,0
Salzburg,Mattersburg,3,1
Wolfsberger AC,SK Rapid,1,1
Austria Vienna,Altach,3,1
Sturm Graz,Altach,3,1
Wolfsberger AC,Admira,5,0
Mattersburg,St. Polten,1,1
SK Rapid,Salzburg,0,0
Ried,Austria Vienna,1,1
Sturm Graz,SK Rapid,1,1
Altach,Mattersburg,2,1
Austria Vienna,Wolfsberger AC,4,1
St. Polten,Ried,2,3
Admira,Salzburg,0,4
Ried,Altach,2,1
Wolfsberger AC,St. Polten,1,1
Admira,Sturm Graz,0,3
Salzburg,Austria Vienna,4,1
SK Rapid,Mattersburg,3,0
St. Polten,SK Rapid,1,1
Austria Vienna,Admira,1,2
Mattersburg,Ried,1,1
Sturm Graz,Wolfsberger AC,3,0
Altach,Salzburg,0,0
Wolfsberger AC,Altach,1,2
Admira,Mattersburg,1,0
Ried,SK Rapid,4,2
Salzburg,Sturm Graz,0,1
Austria Vienna,St. Polten,2,1
Wolfsberger AC,Salzburg,2,2
Admira,St. Polten,1,1
SK Rapid,Altach,1,1
Sturm Graz,Ried,1,0
Mattersburg,Austria Vienna,0,2
Sturm Graz,Mattersburg,2,2
Altach,Admira,2,0
Ried,Wolfsberger AC,0,1
St. Polten,Salzburg,1,5
SK Rapid,Austria Vienna,0,2
Admira,SK Rapid,1,2
Wolfsberger AC,Mattersburg,3,0
Salzburg,Ried,1,0
St. Polten,Altach,0,1
Austria Vienna,Sturm Graz,2,0
Sturm Graz,St. Polten,1,2
Ried,Admira,2,1
SK Rapid,Wolfsberger AC,0,1
Altach,Austria Vienna,5,1
Mattersburg,Salzburg,2,1
Altach,Sturm Graz,1,1
Admira,Wolfsberger AC,4,1
Austria Vienna,Ried,2,0
St. Polten,Mattersburg,2,2
Salzburg,SK Rapid,2,1
Ried,St. Polten,1,2
Mattersburg,Altach,1,2
Wolfsberger AC,Austria Vienna,0,3
SK Rapid,Sturm Graz,1,2
Salzburg,Admira,0,1
Altach,Ried,1,0
Austria Vienna,Salzburg,1,3
Mattersburg,SK Rapid,1,1
St. Polten,Wolfsberger AC,0,4
Sturm Graz,Admira,0,2
SK Rapid,St. Polten,1,0
Admira,Austria Vienna,0,2
Ried,Mattersburg,2,1
Salzburg,Altach,4,1
Wolfsberger AC,Sturm Graz,0,4
Altach,Wolfsberger AC,2,1
