HomeTeam,AwayTeam,FTHG,FTAG
Aarhus,Midtjylland,0,4
Vestsjaelland,Odense,1,0
Aalborg,Randers FC,1,2
Sonderjyske,Nordsjaelland,3,1
Midtjylland,Viborg,5,2
Aarhus,Brondby,1,2
FC Copenhagen,Esbjerg,2,2
Randers FC,Sonderjyske,1,1
Odense,Aalborg,2,3
Viborg,Aarhus,0,3
Brondby,Vestsjaelland,2,2
Nordsjaelland,FC Copenhagen,1,0
Esbjerg,Midtjylland,0,0
Randers FC,Nordsjaelland,0,1
Aalborg,Esbjerg,0,2
Sonderjyske,Viborg,1,0
Midtjylland,Vestsjaelland,3,1
FC Copenhagen,Brondby,1,1
Aarhus,Odense,0,1
Esbjerg,Sonderjyske,2,1
Nordsjaelland,Aalborg,2,4
Odense,Randers FC,2,1
Viborg,FC Copenhagen,0,2
Brondby,Midtjylland,3,1
Vestsjaelland,Aarhus,2,1
Aarhus,Sonderjyske,0,3
Brondby,Randers FC,1,1
Midtjylland,FC Copenhagen,2,3
Odense,Esbjerg,1,2
Vestsjaelland,Aalborg,0,0
Viborg,Nordsjaelland,1,3
Aalborg,Aarhus,1,0
Esbjerg,Viborg,0,0
FC Copenhagen,Odense,3,2
Nordsjaelland,Brondby,2,2
Randers FC,Vestsjaelland,1,1
Sonderjyske,Midtjylland,3,1
Nordsjaelland,Vestsjaelland,3,2
Sonderjyske,Aalborg,0,0
Odense,Hobro,1,2
Silkeborg,FC Copenhagen,0,0
Midtjylland,Brondby,3,1
Esbjerg,Randers FC,0,1
Vestsjaelland,Odense,3,1
Aalborg,Midtjylland,2,0
FC Copenhagen,Nordsjaelland,2,1
Randers FC,Hobro,2,1
Esbjerg,Sonderjyske,1,1
Brondby,Silkeborg,2,0
Silkeborg,Sonderjyske,0,2
Vestsjaelland,FC Copenhagen,2,2
Odense,Aalborg,1,1
Nordsjaelland,Esbjerg,3,2
Hobro,Brondby,2,0
Midtjylland,Randers FC,3,1
Randers FC,Vestsjaelland,1,0
Aalborg,Nordsjaelland,1,2
Sonderjyske,Midtjylland,1,3
FC Copenhagen,Hobro,0,3
Brondby,Odense,1,1
Esbjerg,Silkeborg,0,0
FC Copenhagen,Midtjylland,1,2
Aalborg,Esbjerg,1,1
Vestsjaelland,Silkeborg,2,0
Brondby,Sonderjyske,2,0
Randers FC,Odense,0,2
Hobro,Nordsjaelland,0,0
Sonderjyske,Randers FC,1,1
Silkeborg,Aalborg,2,2
Midtjylland,Esbjerg,2,0
Nordsjaelland,Brondby,0,3
Odense,FC Copenhagen,0,1
Hobro,Vestsjaelland,3,1
Midtjylland,Odense,3,2
Aalborg,FC Copenhagen,1,0
Silkeborg,Nordsjaelland,1,2
Brondby,Randers FC,0,2
Esbjerg,Vestsjaelland,3,0
Sonderjyske,Hobro,1,1
Randers FC,Silkeborg,1,0
Hobro,Esbjerg,1,1
Odense,Sonderjyske,1,1
FC Copenhagen,Brondby,1,0
Nordsjaelland,Midtjylland,2,1
Vestsjaelland,Aalborg,1,0
Aalborg,Randers FC,0,0
Sonderjyske,FC Copenhagen,1,1
Silkeborg,Hobro,2,2
Midtjylland,Vestsjaelland,1,0
Esbjerg,Brondby,2,2
Nordsjaelland,Odense,2,1
Hobro,Midtjylland,1,5
Odense,Silkeborg,2,0
Vestsjaelland,Sonderjyske,1,1
Randers FC,Nordsjaelland,0,0
FC Copenhagen,Esbjerg,2,1
Brondby,Aalborg,2,1
Aalborg,Hobro,1,1
Nordsjaelland,Sonderjyske,2,3
Midtjylland,Silkeborg,2,1
Brondby,Vestsjaelland,5,0
FC Copenhagen,Randers FC,1,0
Esbjerg,Odense,2,0
Silkeborg,Vestsjaelland,1,2
Sonderjyske,Midtjylland,1,1
Randers FC,Odense,3,0
Hobro,FC Copenhagen,0,2
Esbjerg,Brondby,0,0
Nordsjaelland,Aalborg,0,1
Midtjylland,Nordsjaelland,2,0
Vestsjaelland,Esbjerg,1,4
Odense,Hobro,3,1
FC Copenhagen,Sonderjyske,1,1
Brondby,Randers FC,1,0
Aalborg,Silkeborg,2,0
Silkeborg,Midtjylland,1,2
Randers FC,Esbjerg,3,2
Sonderjyske,Odense,2,1
Aalborg,Vestsjaelland,2,0
Hobro,Brondby,3,0
Nordsjaelland,FC Copenhagen,0,0
Vestsjaelland,Randers FC,0,1
Esbjerg,Hobro,4,2
FC Copenhagen,Silkeborg,1,0
Odense,Nordsjaelland,1,0
Brondby,Sonderjyske,1,0
Midtjylland,Aalborg,2,0
Sonderjyske,Esbjerg,0,0
Silkeborg,Odense,0,1
Hobro,Randers FC,0,1
Nordsjaelland,Brondby,2,0
Aalborg,FC Copenhagen,0,1
Midtjylland,Vestsjaelland,2,1
Randers FC,Sonderjyske,0,0
Odense,Aalborg,1,1
Vestsjaelland,Hobro,1,1
Brondby,Silkeborg,1,0
FC Copenhagen,Midtjylland,3,0
Esbjerg,Nordsjaelland,0,0
Nordsjaelland,Randers FC,0,3
Silkeborg,Esbjerg,1,3
Sonderjyske,Hobro,1,0
FC Copenhagen,Vestsjaelland,2,0
Aalborg,Brondby,1,0
Midtjylland,Odense,3,0
Vestsjaelland,Sonderjyske,0,1
Hobro,Nordsjaelland,1,0
Randers FC,Silkeborg,1,2
Odense,FC Copenhagen,1,0
Brondby,Midtjylland,1,1
Esbjerg,Aalborg,1,3
Nordsjaelland,Sonderjyske,4,0
