HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR
Castellon,Leganes,2,0,1,0,2,2,3,1,0,0
Ceuta,Valladolid,0,3,0,1,8,3,0,1,0,0
Cultural Leonesa,Sp Gijon,2,4,1,3,8,1,1,2,0,0
Zaragoza,Sociedad B,1,1,0,0,3,4,3,2,0,0
Almeria,La Coruna,1,2,1,0,2,2,4,3,0,0
Mirandes,Andorra,1,2,0,1,7,1,2,4,0,0
Santander,Las Palmas,4,1,2,1,4,2,2,4,0,0
Albacete,Cadiz,1,0,0,0,6,6,2,1,0,0
Burgos,Huesca,1,0,0,0,4,5,4,1,1,0
Cordoba,Malaga,0,1,0,1,8,4,1,1,0,0
Granada,Eibar,0,0,0,0,6,2,2,5,0,0
Malaga,Burgos,3,0,2,0,1,3,3,5,0,0
Valladolid,Albacete,0,1,0,0,5,9,4,2,1,0
Leganes,Sociedad B,2,0,0,0,6,3,2,1,0,0
Las Palmas,Cordoba,1,2,1,2,3,5,4,4,1,0
Sp Gijon,Mirandes,3,0,1,0,6,6,1,5,0,1
Cadiz,Granada,1,2,0,1,8,2,2,0,1,0
Andorra,Huesca,1,1,1,1,3,1,2,4,0,0
Eibar,Almeria,1,0,0,0,6,1,1,1,0,0
Zaragoza,Castellon,0,0,0,0,3,13,3,4,1,0
La Coruna,Santander,0,1,0,0,7,5,3,4,0,1
Ceuta,Cultural Leonesa,3,1,2,1,5,8,4,2,0,1
Sociedad B,Las Palmas,1,1,0,0,3,3,2,1,0,0
Albacete,Zaragoza,2,0,1,0,6,4,2,3,0,0
Burgos,Leganes,2,1,0,0,1,5,4,2,0,0
Cultural Leonesa,La Coruna,0,1,0,0,4,7,4,2,0,0
Cordoba,Valladolid,3,1,1,1,5,1,3,2,0,1
Almeria,Ceuta,4,2,3,1,5,2,2,3,0,0
Eibar,Sp Gijon,1,0,0,0,8,3,3,2,0,1
Castellon,Andorra,2,0,2,0,6,6,3,4,0,0
Huesca,Cadiz,1,0,1,0,5,4,3,3,0,1
Granada,Santander,1,0,1,0,5,4,5,4,0,0
Mirandes,Malaga,2,1,1,0,7,6,4,3,0,0
Leganes,Granada,1,0,1,0,3,5,1,2,0,1
Andorra,Sociedad B,1,2,1,1,2,3,4,5,0,0
Las Palmas,Burgos,0,0,0,0,8,2,5,3,0,0
Zaragoza,Eibar,1,1,1,0,5,7,1,4,1,0
Valladolid,Castellon,0,4,0,3,3,3,1,2,0,0
Cadiz,Almeria,1,2,1,2,6,4,4,2,0,0
La Coruna,Albacete,2,1,2,0,4,1,3,2,0,0
Sp Gijon,Huesca,2,1,0,0,6,4,4,1,0,0
Malaga,Cultural Leonesa,2,1,0,1,8,2,2,6,0,0
Santander,Mirandes,1,0,0,0,7,3,4,6,1,1
Almeria,Andorra,3,2,1,1,6,5,2,4,0,0
Cordoba,Leganes,2,1,1,0,7,4,1,1,0,0
Burgos,Cadiz,1,1,1,1,6,0,1,2,0,0
Cultural Leonesa,Zaragoza,0,0,0,0,1,8,1,3,0,0
Granada,Valladolid,5,1,4,1,4,2,1,3,0,1
Mirandes,Las Palmas,1,1,0,0,3,5,3,1,0,0
Eibar,Santander,2,1,0,1,5,5,5,2,0,1
Huesca,Ceuta,2,0,0,0,2,5,2,1,0,1
Albacete,Sp Gijon,1,1,1,0,4,2,1,0,0,0
Castellon,La Coruna,2,0,1,0,4,3,3,3,0,0
Sociedad B,Malaga,2,1,1,1,5,1,5,4,1,0
Ceuta,Granada,2,1,1,0,5,5,5,3,0,0
Leganes,Cultural Leonesa,1,1,0,1,7,0,3,3,0,0
Huesca,Mirandes,1,2,0,1,9,4,4,3,0,0
La Coruna,Eibar,1,0,1,0,6,3,6,1,1,0
Almeria,Cordoba,2,1,2,0,6,6,2,2,0,0
Las Palmas,Castellon,1,1,1,0,4,4,2,3,0,1
Sp Gijon,Valladolid,2,2,1,2,6,3,3,2,0,0
Andorra,Zaragoza,2,1,2,0,6,5,3,4,0,1
Santander,Burgos,1,0,1,0,5,7,3,2,0,0
Malaga,Albacete,1,0,0,0,4,3,2,1,0,0
Cadiz,Sociedad B,0,2,0,0,8,3,1,2,0,0
Ceuta,Cordoba,3,2,3,2,4,5,4,2,0,0
Albacete,Almeria,1,1,0,0,5,7,1,1,0,0
Zaragoza,Burgos,0,1,0,0,5,2,3,2,0,0
Granada,Malaga,0,1,0,0,4,4,3,2,0,0
Valladolid,Huesca,1,0,0,0,4,6,2,3,0,0
Castellon,Santander,1,3,0,3,3,3,2,2,1,0
Sociedad B,La Coruna,2,3,1,1,5,2,3,1,1,0
Mirandes,Ceuta,0,1,0,1,8,4,0,4,0,1
Cultural Leonesa,Las Palmas,0,3,0,0,5,4,5,4,0,0
Eibar,Cadiz,3,1,2,0,4,0,0,2,0,0
Sp Gijon,Leganes,0,0,0,0,5,0,2,3,0,0
Cordoba,Andorra,1,4,0,3,9,3,0,4,0,0
Cadiz,Zaragoza,0,1,0,1,6,3,3,2,0,0
Huesca,Albacete,0,0,0,0,5,12,1,2,1,0
Sociedad B,Castellon,4,2,2,2,2,6,6,3,0,0
Burgos,Mirandes,2,0,1,0,1,6,2,5,0,1
Malaga,Valladolid,3,3,2,1,0,9,4,4,1,0
Las Palmas,Ceuta,4,0,1,0,7,1,0,1,0,0
Andorra,Sp Gijon,1,0,0,0,9,0,4,2,0,0
Leganes,Eibar,0,1,0,1,10,2,4,0,0,0
Santander,Cordoba,4,3,1,1,6,7,2,3,0,0
La Coruna,Granada,0,2,0,1,10,4,0,0,0,0
Almeria,Cultural Leonesa,3,0,1,0,1,2,1,2,0,0
Mirandes,Cadiz,0,2,0,2,3,2,0,0,0,0
Cultural Leonesa,Santander,1,2,0,1,6,3,3,1,0,0
Valladolid,Leganes,3,2,1,0,3,4,2,2,0,0
Zaragoza,Almeria,2,0,0,0,5,5,5,4,0,0
Ceuta,La Coruna,1,2,1,1,3,4,2,4,0,0
Cordoba,Sociedad B,0,2,0,2,16,2,2,5,0,1
Granada,Andorra,1,1,1,1,6,9,4,3,0,0
Eibar,Burgos,0,0,0,0,6,2,3,2,0,0
Malaga,Huesca,5,3,2,1,2,5,3,1,0,0
