HomeTeam,AwayTeam,FTHG,FTAG
Kofu,Vegalta Sendai,0,1
Sagan Tosu,Oita Trinita,3,2
Shimizu S-Pulse,FC Tokyo,0,0
Nagoya Grampus,Kashima Antlers,3,1
Yokohama F. Marinos,Kashiwa Reysol,1,1
Urawa Reds,Sanfrecce Hiroshima,3,1
Kashima Antlers,Omiya Ardija,1,0
Albirex Niigata,Shimizu S-Pulse,3,1
Cerezo Osaka,Kofu,0,1
FC Tokyo,Oita Trinita,2,0
Iwata,Nagoya Grampus,2,3
Kashiwa Reysol,Sagan Tosu,2,1
Shonan Bellmare,Yokohama F. Marinos,1,2
Vegalta Sendai,Kawasaki Frontale,2,1
Shimizu S-Pulse,Shonan Bellmare,3,1
Kofu,Albirex Niigata,1,1
Sanfrecce Hiroshima,Iwata,2,1
Kawasaki Frontale,FC Tokyo,2,2
Nagoya Grampus,Urawa Reds,2,0
Oita Trinita,Kashiwa Reysol,0,0
Omiya Ardija,Cerezo Osaka,0,3
Vegalta Sendai,Kashima Antlers,2,1
Yokohama F. Marinos,Sagan Tosu,2,1
Urawa Reds,Oita Trinita,4,3
FC Tokyo,Yokohama F. Marinos,0,2
Kashima Antlers,Albirex Niigata,1,0
Kofu,Kawasaki Frontale,1,3
Cerezo Osaka,Shimizu S-Pulse,4,1
Sanfrecce Hiroshima,Nagoya Grampus,1,1
Kashiwa Reysol,Vegalta Sendai,0,0
Sagan Tosu,Omiya Ardija,2,1
Shonan Bellmare,Iwata,1,1
Shimizu S-Pulse,Urawa Reds,0,2
Albirex Niigata,Kawasaki Frontale,2,1
Iwata,FC Tokyo,0,0
Kashima Antlers,Yokohama F. Marinos,2,1
Nagoya Grampus,Cerezo Osaka,1,1
Oita Trinita,Sanfrecce Hiroshima,1,1
Omiya Ardija,Kashiwa Reysol,2,3
Sagan Tosu,Vegalta Sendai,1,0
Shonan Bellmare,Kofu,1,2
Albirex Niigata,Iwata,4,2
FC Tokyo,Sagan Tosu,2,3
Kashiwa Reysol,Shonan Bellmare,5,2
Kawasaki Frontale,Omiya Ardija,2,1
Kofu,Sanfrecce Hiroshima,2,0
Nagoya Grampus,Oita Trinita,2,1
Shimizu S-Pulse,Kashima Antlers,4,3
Vegalta Sendai,Cerezo Osaka,1,1
Yokohama F. Marinos,Urawa Reds,3,0
Urawa Reds,Albirex Niigata,1,0
Kashima Antlers,Kashiwa Reysol,3,1
Cerezo Osaka,Kawasaki Frontale,0,0
Sanfrecce Hiroshima,FC Tokyo,1,2
Iwata,Kofu,1,1
Oita Trinita,Shimizu S-Pulse,2,3
Omiya Ardija,Yokohama F. Marinos,1,0
Sagan Tosu,Nagoya Grampus,1,1
Shonan Bellmare,Vegalta Sendai,3,2
Kashiwa Reysol,Iwata,1,3
Shimizu S-Pulse,Nagoya Grampus,2,1
FC Tokyo,Urawa Reds,3,2
Kofu,Kashima Antlers,3,0
Albirex Niigata,Omiya Ardija,1,0
Kawasaki Frontale,Sanfrecce Hiroshima,2,0
Sagan Tosu,Shonan Bellmare,1,0
Vegalta Sendai,Oita Trinita,6,0
Yokohama F. Marinos,Cerezo Osaka,1,1
Sanfrecce Hiroshima,Albirex Niigata,2,0
Iwata,Kashima Antlers,2,3
Omiya Ardija,Vegalta Sendai,0,2
Urawa Reds,Kofu,1,1
Kawasaki Frontale,Sagan Tosu,0,1
Nagoya Grampus,FC Tokyo,0,2
Oita Trinita,Shonan Bellmare,1,2
Yokohama F. Marinos,Shimizu S-Pulse,1,0
Cerezo Osaka,Kashiwa Reysol,1,1
Vegalta Sendai,Yokohama F. Marinos,0,0
Kashiwa Reysol,Albirex Niigata,1,1
Sagan Tosu,Sanfrecce Hiroshima,0,2
Shimizu S-Pulse,Kofu,2,1
Kashima Antlers,Oita Trinita,3,1
Shonan Bellmare,Urawa Reds,2,2
Cerezo Osaka,Iwata,2,0
Omiya Ardija,FC Tokyo,2,5
Nagoya Grampus,Kawasaki Frontale,1,2
Iwata,Vegalta Sendai,1,1
Albirex Niigata,Sagan Tosu,3,1
Sanfrecce Hiroshima,Shimizu S-Pulse,3,1
Oita Trinita,Cerezo Osaka,0,2
Shonan Bellmare,Nagoya Grampus,1,1
Urawa Reds,Omiya Ardija,4,0
FC Tokyo,Kashima Antlers,1,4
Kofu,Yokohama F. Marinos,0,0
Kawasaki Frontale,Kashiwa Reysol,3,1
Vegalta Sendai,Nagoya Grampus,2,1
Kashima Antlers,Urawa Reds,1,2
Kashiwa Reysol,Kofu,2,0
Kawasaki Frontale,Iwata,2,1
Shimizu S-Pulse,Sagan Tosu,6,4
Yokohama F. Marinos,Sanfrecce Hiroshima,1,0
Omiya Ardija,Oita Trinita,0,1
FC Tokyo,Albirex Niigata,2,0
Cerezo Osaka,Shonan Bellmare,2,1
Sanfrecce Hiroshima,Vegalta Sendai,1,0
Albirex Niigata,Shonan Bellmare,3,2
Kofu,FC Tokyo,1,1
Iwata,Shimizu S-Pulse,0,1
Kashima Antlers,Kawasaki Frontale,4,1
Nagoya Grampus,Omiya Ardija,2,1
Oita Trinita,Yokohama F. Marinos,0,1
Urawa Reds,Kashiwa Reysol,2,1
Sagan Tosu,Cerezo Osaka,2,0
FC Tokyo,Cerezo Osaka,1,2
Kashiwa Reysol,Sanfrecce Hiroshima,1,1
Shonan Bellmare,Kashima Antlers,1,2
Yokohama F. Marinos,Nagoya Grampus,1,2
Oita Trinita,Albirex Niigata,1,3
Sagan Tosu,Iwata,1,0
Kawasaki Frontale,Shimizu S-Pulse,2,0
Omiya Ardija,Kofu,1,2
Vegalta Sendai,Urawa Reds,3,3
Cerezo Osaka,Sanfrecce Hiroshima,1,0
Iwata,Yokohama F. Marinos,0,1
Kashima Antlers,Sagan Tosu,1,2
