HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR
Sassuolo,Cesena,2,1,1,0,3,9,3,2,0,0
Spezia,Frosinone,2,1,0,1,5,7,2,6,0,0
Catanzaro,Juve Stabia,0,0,0,0,9,4,2,2,0,0
Mantova,Cosenza,3,2,2,0,7,5,2,3,0,0
Bari,Sassuolo,1,1,0,1,13,3,1,1,0,1
Carrarese,Sudtirol,2,0,1,0,6,8,0,3,0,0
Cittadella,Pisa,1,1,1,1,2,5,4,1,0,0
Cremonese,Palermo,0,1,0,0,8,5,0,0,0,0
Frosinone,Modena,1,1,0,0,2,6,1,3,0,0
Reggiana,Brescia,2,0,1,0,5,5,3,2,0,0
Salernitana,Sampdoria,3,2,1,2,7,4,2,1,1,0
Cesena,Catanzaro,2,0,1,0,3,2,4,3,0,0
Cosenza,Spezia,0,0,0,0,5,6,2,3,0,0
Juve Stabia,Mantova,1,0,1,0,5,7,5,2,0,0
Sampdoria,Bari,0,0,0,0,2,4,3,4,1,0
Modena,Cittadella,0,1,0,1,8,3,3,6,0,0
Pisa,Reggiana,2,1,1,0,1,4,0,4,0,0
Sassuolo,Cremonese,1,4,1,3,6,2,2,1,0,0
Sudtirol,Brescia,1,2,0,1,9,3,3,6,0,0
Catanzaro,Carrarese,3,1,2,1,0,5,2,2,0,0
Frosinone,Juve Stabia,0,0,0,0,4,2,3,4,1,1
Mantova,Salernitana,1,0,0,0,0,1,0,3,0,0
Palermo,Cosenza,1,1,0,1,12,8,1,4,0,0
Spezia,Cesena,2,1,0,1,4,1,3,2,0,0
Cesena,Modena,2,2,2,1,3,4,1,2,0,1
Bari,Mantova,2,0,1,0,5,5,3,2,0,1
Brescia,Frosinone,4,0,3,0,6,2,1,2,0,1
Cittadella,Catanzaro,0,0,0,0,6,2,2,2,0,0
Cremonese,Spezia,1,1,1,0,2,3,1,4,0,0
Juve Stabia,Palermo,1,3,0,2,6,2,2,3,0,0
Carrarese,Sassuolo,0,2,0,0,3,1,0,2,0,0
Cosenza,Sampdoria,2,1,1,0,1,9,3,2,0,0
Reggiana,Sudtirol,1,3,1,2,10,5,0,2,0,0
Salernitana,Pisa,2,3,1,2,8,0,3,3,0,0
Catanzaro,Cremonese,1,2,1,1,4,6,2,4,0,0
Cosenza,Sassuolo,0,1,0,0,6,2,3,4,0,0
Palermo,Cesena,0,0,0,0,4,4,4,5,0,0
Pisa,Brescia,2,1,1,0,2,4,1,3,0,0
Reggiana,Salernitana,0,0,0,0,5,5,1,4,0,0
Sampdoria,Sudtirol,1,0,1,0,5,2,3,2,0,0
Modena,Juve Stabia,3,0,2,0,7,4,3,2,0,0
Frosinone,Bari,0,3,0,1,3,3,3,1,0,0
Mantova,Cittadella,1,0,0,0,6,4,2,3,0,0
Spezia,Carrarese,4,2,1,1,9,5,3,4,0,0
Cittadella,Frosinone,1,2,0,1,8,4,4,3,0,0
Bari,Cosenza,1,1,1,0,7,4,2,1,1,0
Carrarese,Reggiana,0,0,0,0,5,5,3,5,0,0
Sassuolo,Spezia,0,0,0,0,4,3,2,2,0,0
Cesena,Mantova,4,2,3,0,5,8,3,1,0,0
Juve Stabia,Pisa,2,0,1,0,7,1,4,1,0,1
Modena,Sampdoria,1,3,0,0,6,6,2,4,0,0
Salernitana,Catanzaro,0,0,0,0,5,0,3,2,0,0
Sudtirol,Palermo,1,3,0,1,3,6,4,2,0,0
Brescia,Cremonese,3,2,3,0,9,5,4,3,0,0
Sampdoria,Juve Stabia,1,2,1,0,2,1,3,5,0,0
Frosinone,Carrarese,0,1,0,0,6,5,3,3,0,0
Pisa,Cesena,3,1,2,0,5,7,3,1,0,0
Sassuolo,Cittadella,6,1,1,1,3,3,0,4,0,0
Spezia,Reggiana,1,0,1,0,1,3,4,2,0,0
Catanzaro,Modena,2,2,1,1,5,8,2,2,0,0
Cosenza,Sudtirol,0,2,0,1,8,0,2,1,0,1
Cremonese,Bari,1,1,0,1,2,4,3,3,0,0
Mantova,Brescia,1,1,0,0,4,3,2,2,0,0
Palermo,Salernitana,0,1,0,1,4,2,2,5,0,0
Bari,Catanzaro,1,1,1,0,2,5,3,3,0,0
Cittadella,Cosenza,0,0,0,0,9,5,4,3,0,1
