HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR
Queens Park,Hamilton,1,2,0,2,6,6,0,1,0,0
Raith Rvs,Partick,3,0,2,0,6,2,2,4,0,0
Morton,Hamilton,2,0,1,0,14,14,0,1,0,0
Morton,Falkirk,0,2,0,2,2,10,3,1,0,0
Ayr,Livingston,1,2,0,1,2,4,1,2,0,0
Dunfermline,Queens Park,0,0,0,0,4,2,1,0,0,0
Partick,Airdrie Utd,1,1,1,0,2,5,4,3,0,0
Raith Rvs,Hamilton,2,0,1,0,5,0,1,2,0,0
Airdrie Utd,Raith Rvs,1,0,0,0,2,4,1,3,0,0
Hamilton,Dunfermline,1,0,0,0,7,6,3,2,0,0
Livingston,Morton,3,2,3,1,8,8,1,0,0,0
Partick,Livingston,1,1,1,0,2,4,3,4,0,0
Ayr,Airdrie Utd,4,1,3,0,9,8,1,2,0,0
Dunfermline,Morton,2,1,0,1,2,10,4,2,1,0
Hamilton,Falkirk,2,2,2,1,2,13,2,1,0,0
Raith Rvs,Queens Park,0,4,0,1,4,0,0,2,0,0
Airdrie Utd,Falkirk,0,3,0,2,3,13,1,0,0,0
Queens Park,Ayr,2,3,0,0,4,6,3,2,0,0
Livingston,Raith Rvs,0,0,0,0,3,2,1,1,0,0
Airdrie Utd,Hamilton,2,1,0,0,7,8,2,1,0,0
Falkirk,Dunfermline,1,0,1,0,6,1,2,1,0,0
Morton,Ayr,2,1,0,1,5,8,2,2,1,0
Queens Park,Partick,0,2,0,1,2,6,0,4,0,0
Raith Rvs,Dunfermline,2,0,1,0,4,4,0,3,0,0
Airdrie Utd,Livingston,3,3,2,1,3,6,2,2,0,0
Hamilton,Morton,0,2,0,0,7,5,0,1,0,0
Partick,Ayr,2,0,2,0,3,5,5,1,0,0
Queens Park,Falkirk,0,4,0,1,0,9,3,1,0,0
Partick,Raith Rvs,0,0,0,0,9,2,3,2,0,0
Ayr,Hamilton,1,1,0,0,9,5,2,5,0,0
Falkirk,Airdrie Utd,2,0,0,0,9,2,3,2,0,0
Morton,Queens Park,2,1,1,0,8,4,2,4,0,0
Livingston,Falkirk,1,0,0,0,1,4,3,3,0,0
Morton,Raith Rvs,3,3,1,2,4,1,3,3,0,0
Ayr,Dunfermline,3,0,1,0,3,4,1,1,0,1
Hamilton,Raith Rvs,0,3,0,1,5,2,2,2,0,0
Morton,Partick,0,1,0,0,5,2,2,1,0,0
Dunfermline,Livingston,1,0,1,0,2,4,3,4,0,0
Queens Park,Airdrie Utd,0,5,0,3,1,5,3,1,0,0
Airdrie Utd,Partick,2,1,0,0,4,5,1,4,0,0
Dunfermline,Hamilton,0,1,0,1,8,1,3,4,0,0
Falkirk,Morton,5,0,3,0,2,5,0,4,0,0
Livingston,Queens Park,3,0,3,0,6,1,2,1,0,0
Raith Rvs,Ayr,1,0,0,0,2,4,1,4,0,0
Ayr,Falkirk,1,1,0,1,2,6,0,2,1,0
Morton,Livingston,1,2,1,2,5,3,1,2,0,0
Partick,Hamilton,1,2,0,2,4,2,5,3,0,0
Queens Park,Dunfermline,0,1,0,0,4,5,2,4,0,0
Raith Rvs,Airdrie Utd,1,1,1,1,5,2,1,2,0,0
Livingston,Ayr,5,0,3,0,4,6,3,4,0,0
Airdrie Utd,Morton,0,1,0,1,6,6,3,5,0,0
Dunfermline,Partick,0,0,0,0,3,2,2,1,0,0
Falkirk,Raith Rvs,1,3,1,0,6,4,3,5,1,0
Hamilton,Queens Park,0,0,0,0,12,3,1,2,0,0
Partick,Falkirk,2,1,1,1,1,11,2,0,1,1
Ayr,Queens Park,2,2,1,2,9,1,1,3,0,0
Dunfermline,Airdrie Utd,0,0,0,0,6,2,1,3,0,0
Hamilton,Livingston,0,3,0,2,3,4,1,2,0,0
Raith Rvs,Morton,1,1,1,1,7,0,1,0,0,0
Airdrie Utd,Ayr,0,1,0,1,7,5,2,2,0,0
Falkirk,Hamilton,3,1,1,1,9,2,2,3,0,0
Livingston,Partick,0,1,0,1,5,2,3,3,0,0
Morton,Dunfermline,2,0,2,0,8,3,2,3,0,0
Queens Park,Raith Rvs,1,5,0,2,4,5,1,0,0,0
Arbroath,Dundee United,0,4,0,4,6,10,2,0,0,0
Dunfermline,Airdrie Utd,2,1,1,1,4,5,1,1,1,0
Inverness C,Queens Park,1,2,0,1,5,4,1,3,0,0
Morton,Ayr,3,1,0,0,3,4,3,5,0,0
Partick,Raith Rvs,2,2,2,0,7,4,1,2,0,0
Airdrie Utd,Partick,2,1,0,1,6,4,0,0,0,0
Ayr,Inverness C,1,0,1,0,5,3,2,2,0,0
Dundee United,Dunfermline,1,1,0,0,10,4,0,2,0,0
Queens Park,Arbroath,2,1,1,0,15,2,3,1,0,0
Raith Rvs,Morton,3,2,2,1,5,6,5,8,0,0
Arbroath,Queens Park,0,1,0,0,3,6,1,2,0,0
Airdrie Utd,Inverness C,2,1,2,0,1,3,1,3,1,0
Ayr,Dundee United,0,3,0,0,4,11,1,2,0,0
Dunfermline,Raith Rvs,0,1,0,1,12,2,2,2,0,0
Morton,Arbroath,0,3,0,1,14,6,2,3,0,0
Partick,Queens Park,3,1,2,1,1,6,2,1,0,0
Arbroath,Ayr,2,1,1,1,5,7,3,1,0,0
Dundee United,Airdrie Utd,2,0,1,0,5,3,2,2,0,0
Inverness C,Dunfermline,1,1,1,0,2,7,2,1,0,0
Morton,Partick,1,4,1,1,2,7,1,0,0,1
