HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR
Atalanta,Sassuolo,0,3,0,1,4,1,0,2,0,0
Bologna,Napoli,2,0,0,0,5,4,1,3,0,0
Genoa,Fiorentina,2,2,1,1,3,7,2,3,0,0
Roma,Udinese,2,0,1,0,3,4,2,1,0,0
Inter,Lazio,2,0,1,0,3,1,3,1,0,0
Cagliari,Genoa,3,3,2,2,6,2,4,3,0,1
Udinese,Bologna,0,3,0,0,7,2,0,1,0,0
Fiorentina,Juventus,1,1,0,1,7,3,2,3,0,0
Napoli,Atalanta,3,1,3,0,5,3,1,2,0,0
Verona,Parma,1,2,0,1,4,4,4,3,0,0
Cremonese,Roma,1,3,0,1,3,5,2,2,0,0
Lazio,Lecce,2,0,1,0,8,2,1,1,0,0
Inter,Milan,0,1,0,0,9,1,1,2,0,0
Torino,Como,1,5,1,1,3,4,0,1,0,0
Sassuolo,Pisa,2,2,1,1,5,2,2,1,0,0
Como,Sassuolo,2,0,1,0,4,4,2,1,0,0
Genoa,Verona,2,1,1,1,2,3,1,3,0,0
Parma,Udinese,0,2,0,1,5,9,1,2,1,1
Juventus,Cagliari,2,1,2,1,1,6,1,5,0,0
Milan,Lazio,1,0,0,0,1,4,3,3,0,0
Lecce,Torino,2,1,2,0,6,6,2,3,0,0
Pisa,Inter,0,2,0,0,4,6,2,1,0,0
Atalanta,Fiorentina,2,0,1,0,4,5,1,3,0,0
Roma,Napoli,0,1,0,1,4,2,4,3,0,0
Bologna,Cremonese,1,3,1,2,13,8,0,2,0,0
Sassuolo,Fiorentina,3,1,2,1,7,1,2,3,0,0
Inter,Como,4,0,1,0,7,4,1,2,0,0
Verona,Atalanta,3,1,2,0,5,5,2,1,0,0
Cremonese,Lecce,2,0,0,0,5,5,1,2,0,0
Cagliari,Roma,1,0,0,0,4,1,2,1,0,1
Lazio,Bologna,1,1,1,1,7,3,4,3,1,0
Napoli,Juventus,2,1,1,0,9,0,2,1,0,0
Pisa,Parma,0,1,0,1,6,0,2,2,1,0
Udinese,Genoa,1,2,0,1,6,2,1,0,0,0
Torino,Milan,2,3,2,1,2,4,2,1,0,0
Lecce,Pisa,1,0,0,0,12,1,2,1,0,0
Torino,Cremonese,1,0,1,0,6,6,1,2,0,0
Parma,Lazio,0,1,0,0,4,4,2,1,0,2
Atalanta,Cagliari,2,1,1,0,5,4,1,2,0,0
Milan,Sassuolo,2,2,1,1,7,3,1,3,0,0
Fiorentina,Verona,1,2,0,1,9,4,1,5,0,0
Udinese,Napoli,1,0,0,0,1,3,1,0,0,0
Genoa,Inter,1,2,0,2,1,6,2,3,0,0
Bologna,Juventus,0,1,0,0,3,4,3,1,1,0
Roma,Como,1,0,0,0,6,3,3,3,0,0
Lazio,Cremonese,0,0,0,0,3,0,4,3,0,1
Juventus,Roma,2,1,1,0,2,4,2,3,0,0
Cagliari,Pisa,2,2,0,1,2,6,3,2,0,0
Sassuolo,Torino,0,1,0,0,2,3,3,1,0,0
Fiorentina,Udinese,5,1,3,0,1,4,3,1,0,1
Genoa,Atalanta,0,1,0,0,6,10,1,2,1,0
Parma,Fiorentina,1,0,0,0,5,6,2,2,0,0
Lecce,Como,0,3,0,1,4,6,2,4,0,0
Torino,Cagliari,1,2,1,1,6,2,3,0,0,0
Udinese,Lazio,1,1,0,0,5,6,3,4,0,0
Pisa,Juventus,0,2,0,0,2,8,4,1,0,0
Milan,Verona,3,0,1,0,7,3,0,1,0,0
Cremonese,Napoli,0,2,0,2,1,10,2,2,0,0
Bologna,Sassuolo,1,1,0,0,2,3,2,3,0,0
Atalanta,Inter,0,1,0,0,4,7,2,1,0,0
Roma,Genoa,3,1,3,0,6,1,0,1,0,0
Cagliari,Milan,0,1,0,0,6,7,2,1,0,0
Como,Udinese,1,0,1,0,3,2,1,3,0,0
Genoa,Pisa,1,1,1,1,2,7,1,3,0,0
Sassuolo,Parma,1,1,1,1,4,7,2,1,0,0
Juventus,Lecce,1,1,0,1,10,1,0,3,0,0
Atalanta,Roma,1,0,1,0,7,5,1,2,0,0
Lazio,Napoli,0,2,0,2,2,6,5,1,2,1
Fiorentina,Cremonese,1,0,0,0,7,3,1,2,0,0
Verona,Torino,0,3,0,1,4,7,0,2,0,0
Inter,Bologna,3,1,1,0,7,1,3,3,0,0
Pisa,Como,0,3,0,0,1,5,2,2,0,0
Lecce,Roma,0,2,0,1,2,2,3,1,0,0
Sassuolo,Juventus,0,3,0,1,5,5,0,0,0,0
Bologna,Atalanta,0,2,0,1,6,6,0,0,0,0
Napoli,Verona,2,2,0,2,6,1,0,3,0,0
Lazio,Fiorentina,2,2,0,0,8,2,3,5,0,0
Parma,Inter,0,2,0,1,1,3,0,3,0,0
Torino,Udinese,1,2,0,0,3,6,2,1,0,0
Cremonese,Cagliari,2,2,2,0,2,4,2,2,0,0
Milan,Genoa,1,1,0,1,12,1,4,1,0,0
Como,Bologna,1,1,0,0,4,2,3,3,0,1
Udinese,Pisa,2,2,2,1,3,8,1,4,0,0
Roma,Sassuolo,2,0,0,0,5,2,2,2,0,0
Atalanta,Torino,2,0,1,0,5,4,1,2,0,0
Lecce,Parma,1,2,1,0,3,3,3,1,2,0
Fiorentina,Milan,1,1,0,0,8,5,2,3,0,0
Verona,Lazio,0,1,0,0,2,1,2,1,0,0
Inter,Napoli,2,2,1,1,4,1,0,1,0,0
Genoa,Cagliari,3,0,1,0,2,3,2,5,0,0
Juventus,Cremonese,5,0,3,0,4,5,0,1,0,0
Napoli,Parma,0,0,0,0,7,1,1,3,0,0
Inter,Lecce,1,0,0,0,11,3,2,1,0,0
Verona,Bologna,2,3,1,3,4,5,1,2,0,0
Como,Milan,1,3,1,1,8,4,1,0,0,0
Pisa,Atalanta,1,1,0,0,10,1,1,2,0,0
Udinese,Inter,0,1,0,1,2,5,0,1,0,0
Napoli,Sassuolo,1,0,1,0,5,4,0,3,0,0
Cagliari,Juventus,1,0,0,0,1,18,0,1,0,0
Parma,Genoa,0,0,0,0,7,3,3,2,0,0
Bologna,Fiorentina,1,2,0,2,7,1,3,0,0,0
Torino,Roma,0,2,0,1,2,1,2,1,0,0
Milan,Lecce,1,0,0,0,10,2,1,1,0,0
Cremonese,Verona,0,0,0,0,3,6,3,0,0,0
Lazio,Como,0,3,0,2,3,2,4,3,0,0
Inter,Pisa,6,2,3,2,7,5,2,3,0,0
Como,Torino,6,0,2,0,2,1,0,1,0,0
Fiorentina,Cagliari,1,2,0,1,8,3,2,3,0,0
Lecce,Lazio,0,0,0,0,4,1,2,1,0,0
Sassuolo,Cremonese,1,0,1,0,3,5,1,2,0,0
Atalanta,Parma,4,0,2,0,6,9,1,0,0,0
Genoa,Bologna,3,2,0,1,5,2,2,2,0,1
Juventus,Napoli,3,0,1,0,2,2,1,2,0,0
Roma,Milan,1,1,0,0,5,3,0,4,0,0
Verona,Udinese,1,3,1,1,3,8,2,0,0,0
Lazio,Genoa,3,2,0,0,5,3,2,3,0,0
Pisa,Sassuolo,1,3,0,2,2,5,3,3,0,0
Napoli,Fiorentina,2,1,1,0,4,4,1,1,0,0
Cagliari,Verona,4,0,2,0,6,3,0,2,0,1
Torino,Lecce,1,0,1,0,3,8,2,2,0,0
Como,Atalanta,0,0,0,0,7,1,4,3,0,1
Cremonese,Inter,0,2,0,2,1,6,3,0,0,0
Parma,Juventus,1,4,0,2,5,3,1,3,0,0
Udinese,Roma,1,0,0,0,4,7,5,4,0,0
Bologna,Milan,0,3,0,2,5,0,3,0,0,0
Verona,Pisa,0,0,0,0,8,4,1,2,0,0
Genoa,Napoli,2,3,1,2,4,3,2,4,0,1
Fiorentina,Torino,2,2,0,1,9,4,2,5,0,0
Bologna,Parma,0,1,0,0,4,5,1,3,1,1
Lecce,Udinese,2,1,1,1,7,0,1,2,0,0
Sassuolo,Inter,0,5,0,2,5,6,2,1,1,0
Juventus,Lazio,2,2,0,1,8,1,0,2,0,0
Atalanta,Cremonese,2,1,2,0,13,2,2,0,0,0
Roma,Cagliari,2,0,1,0,7,1,2,4,0,0
Pisa,Milan,1,2,0,1,3,1,1,3,0,1
Como,Fiorentina,1,2,0,1,4,2,4,2,1,0
Lazio,Atalanta,0,2,0,1,5,4,1,4,0,0
Inter,Juventus,3,2,1,1,4,1,4,2,0,1
Udinese,Sassuolo,1,2,1,0,7,6,3,3,0,0
Cremonese,Genoa,0,0,0,0,6,11,2,0,0,0
Parma,Verona,2,1,1,1,12,1,2,1,0,1
Torino,Bologna,1,2,0,0,4,2,3,1,0,0
Napoli,Roma,2,2,1,1,2,1,1,1,0,0
Cagliari,Lecce,0,2,0,0,8,2,0,0,0,0
Milan,Como,1,1,0,1,4,4,2,3,0,0
Sassuolo,Verona,3,0,2,0,6,5,2,3,0,1
Juventus,Como,0,2,0,1,7,2,1,0,0,0
Lecce,Inter,0,2,0,0,2,10,1,2,0,0
Cagliari,Lazio,0,0,0,0,3,6,3,2,1,0
Genoa,Torino,3,0,2,0,1,3,0,1,0,1
Atalanta,Napoli,2,1,0,1,6,1,1,1,0,0
Milan,Parma,0,1,0,0,5,2,2,1,0,0
Roma,Cremonese,3,0,0,0,9,1,1,1,0,0
Fiorentina,Pisa,1,0,1,0,4,3,3,3,0,0
Bologna,Udinese,1,0,0,0,4,7,1,1,0,0
Parma,Cagliari,1,1,0,0,6,3,2,4,0,0
Como,Lecce,3,1,3,1,5,1,0,1,0,0
Verona,Napoli,1,2,0,1,2,5,3,4,0,0
Inter,Genoa,2,0,1,0,10,2,2,1,0,0
Cremonese,Milan,0,2,0,0,6,7,2,0,0,0
Sassuolo,Atalanta,2,1,1,0,3,9,2,2,1,0
Torino,Lazio,2,0,1,0,6,9,4,1,0,0
Roma,Juventus,3,3,1,0,4,1,1,0,0,0
Pisa,Bologna,0,1,0,0,7,4,0,2,0,0
Udinese,Fiorentina,3,0,1,0,5,2,1,4,0,0
Napoli,Torino,2,1,1,0,11,2,0,3,0,0
Cagliari,Como,1,2,0,1,2,3,3,1,0,0
Atalanta,Udinese,2,2,0,1,11,3,1,2,0,0
Juventus,Pisa,4,0,0,0,4,4,1,3,0,0
Lecce,Cremonese,2,1,2,0,4,4,1,4,0,1
Bologna,Verona,1,2,0,0,5,3,1,2,0,0
Fiorentina,Parma,0,0,0,0,7,1,2,0,0,0
Genoa,Roma,2,1,0,0,3,6,1,3,0,0
Milan,Inter,1,0,1,0,1,6,2,2,0,0
Lazio,Sassuolo,2,1,1,1,1,6,0,4,0,0
Torino,Parma,4,1,1,1,2,7,1,3,0,0
Inter,Atalanta,1,1,1,0,2,3,2,2,0,0
Napoli,Lecce,2,1,0,1,7,7,0,1,0,0
Udinese,Juventus,0,1,0,1,2,6,3,1,0,0
Verona,Genoa,0,2,0,0,4,2,2,1,0,0
Pisa,Cagliari,3,1,1,0,1,5,1,4,1,1
Sassuolo,Bologna,0,1,0,1,7,4,1,2,0,0
Como,Roma,2,1,0,1,7,1,2,3,0,1
Lazio,Milan,1,0,1,0,1,9,4,1,0,0
Cremonese,Fiorentina,1,4,0,2,4,6,1,0,0,0
Genoa,Inter,2,2,1,1,1,4,1,2,0,0
Parma,Fiorentina,1,1,1,0,4,9,3,2,0,1
Empoli,Monza,0,0,0,0,7,3,0,2,0,0
Milan,Torino,2,2,0,1,9,2,2,4,0,0
Bologna,Udinese,1,1,0,0,7,5,0,4,0,0
Verona,Napoli,3,0,0,0,1,5,4,1,0,0
Cagliari,Roma,0,0,0,0,5,3,2,0,0,0
Lazio,Venezia,3,1,2,1,6,3,1,2,0,0
Lecce,Atalanta,0,4,0,2,5,3,0,2,0,0
Juventus,Como,3,0,2,0,3,0,2,4,0,0
Parma,Milan,2,1,1,0,3,9,0,3,0,0
Udinese,Lazio,2,1,1,0,4,13,0,0,1,0
Inter,Lecce,2,0,1,0,10,6,0,2,0,0
Monza,Genoa,0,1,0,1,8,3,2,3,0,0
Fiorentina,Venezia,0,0,0,0,7,3,1,2,0,0
Torino,Atalanta,2,1,1,1,4,6,3,4,0,0
Napoli,Bologna,3,0,1,0,7,5,2,2,0,0
Roma,Empoli,1,2,0,1,8,5,0,3,0,0
Cagliari,Como,1,1,1,0,5,6,2,2,0,0
Verona,Juventus,0,3,0,2,4,1,2,0,0,0
Venezia,Torino,0,1,0,0,3,3,2,4,0,0
Inter,Atalanta,4,0,2,0,3,4,0,2,0,0
Bologna,Empoli,1,1,1,1,6,3,0,3,0,0
Lecce,Cagliari,1,0,1,0,7,10,1,3,1,0
Lazio,Milan,2,2,0,1,5,7,4,2,0,0
Napoli,Parma,2,1,0,1,6,4,2,4,0,1
Fiorentina,Monza,2,2,1,2,6,0,2,4,0,0
Genoa,Verona,0,2,0,0,3,1,2,6,0,0
Juventus,Roma,0,0,0,0,6,4,2,2,0,0
Udinese,Como,1,0,1,0,4,6,3,0,0,0
Como,Bologna,2,2,1,0,4,3,2,1,0,0
Empoli,Juventus,0,0,0,0,4,8,1,2,0,0
Milan,Venezia,4,0,4,0,6,1,1,3,0,1
Genoa,Roma,1,1,0,1,4,5,1,3,0,0
Atalanta,Fiorentina,3,2,3,2,4,2,2,3,0,0
Torino,Lecce,0,0,0,0,2,7,1,3,0,0
Cagliari,Napoli,0,4,0,1,7,4,1,2,0,0
Monza,Inter,1,1,0,0,1,8,1,2,0,0
Parma,Udinese,2,3,2,0,5,6,2,3,1,0
Lazio,Verona,2,1,2,1,9,6,2,2,0,0
Cagliari,Empoli,0,2,0,1,10,4,1,2,0,0
Verona,Torino,2,3,1,2,5,6,3,1,1,0
Venezia,Genoa,2,0,0,0,3,4,2,3,0,0
Juventus,Napoli,0,0,0,0,4,3,1,0,0,0
Lecce,Parma,2,2,1,0,2,12,4,0,1,1
