HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR
Millwall,West Brom,3,0,1,0,4,5,1,2,0,0
Portsmouth,Middlesbrough,1,0,1,0,2,8,2,1,0,0
Preston,Charlton,2,0,0,0,3,4,0,2,0,0
Swansea,Leicester,1,3,0,1,2,5,2,1,0,0
Watford,Oxford,2,1,2,1,9,3,3,4,0,0
Ipswich,Norwich,3,1,2,1,8,8,1,3,0,0
Middlesbrough,Ipswich,2,1,1,0,5,9,3,1,0,0
Oxford,Derby,1,0,1,0,4,12,4,1,0,0
QPR,Millwall,1,2,0,2,8,3,2,4,0,0
Southampton,Swansea,0,0,0,0,5,3,0,4,0,0
Birmingham,Hull,2,3,1,2,9,7,2,7,1,0
Charlton,Sheffield Weds,2,1,2,0,2,4,1,2,0,1
Coventry,Blackburn,2,0,0,0,2,7,0,2,0,0
Norwich,Bristol City,0,1,0,0,3,9,2,3,0,0
Sheffield United,Watford,1,0,0,0,7,3,0,1,0,0
Stoke,Wrexham,1,0,1,0,6,4,2,0,0,0
West Brom,Preston,2,1,1,0,8,4,2,1,0,0
Leicester,Portsmouth,1,1,1,0,14,4,1,2,0,0
Blackburn,Sheffield United,1,3,1,0,5,5,1,1,0,0
Derby,Norwich,1,0,0,0,5,13,2,1,0,0
Hull,Leicester,2,1,2,0,1,7,1,2,0,0
Ipswich,Charlton,0,3,0,0,16,3,0,3,0,0
Millwall,Stoke,2,0,2,0,3,2,2,1,0,0
Portsmouth,Coventry,1,2,0,1,6,5,1,1,0,0
Preston,Birmingham,0,1,0,1,9,3,2,5,0,0
Bristol City,Southampton,3,1,1,1,2,3,1,2,0,0
Swansea,QPR,0,1,0,1,6,3,1,4,1,0
Watford,West Brom,2,1,1,1,4,5,0,2,0,0
Wrexham,Oxford,1,0,1,0,6,3,3,1,1,0
Sheffield Weds,Middlesbrough,0,1,0,1,6,5,3,1,0,0
Preston,Sheffield United,3,2,1,2,2,4,4,1,0,0
Coventry,Watford,3,1,3,0,5,7,3,2,0,1
Ipswich,West Brom,1,0,0,0,4,5,1,1,0,0
Portsmouth,Stoke,0,1,0,0,6,2,2,3,0,0
Blackburn,Southampton,2,1,0,1,6,5,3,1,0,1
Bristol City,Birmingham,1,0,1,0,0,6,2,1,0,0
Derby,QPR,1,0,1,0,5,2,2,2,0,0
Hull,Charlton,1,1,0,0,6,2,2,1,0,0
Middlesbrough,Wrexham,1,1,0,1,4,4,0,5,0,0
Millwall,Leicester,1,0,1,0,5,9,1,2,0,0
Sheffield Weds,Oxford,1,2,0,2,8,3,0,0,0,0
Swansea,Norwich,2,1,1,1,2,3,3,1,0,0
Wrexham,Coventry,3,2,0,1,3,6,2,1,0,0
Leicester,Blackburn,0,2,0,1,7,4,0,1,0,0
Norwich,Hull,0,2,0,0,6,4,1,2,0,0
West Brom,Sheffield Weds,0,0,0,0,8,3,1,1,0,0
Birmingham,Portsmouth,4,0,1,0,9,5,1,2,0,0
Charlton,Swansea,1,1,0,0,4,7,0,0,0,0
Oxford,Millwall,2,2,1,1,5,8,0,0,0,0
QPR,Ipswich,1,4,1,1,3,2,4,0,0,0
Sheffield United,Derby,1,3,0,1,9,4,2,1,0,0
Southampton,Preston,0,2,0,1,8,2,1,3,0,0
Stoke,Bristol City,5,1,3,0,4,10,3,0,0,0
Watford,Middlesbrough,3,0,2,0,1,7,2,1,0,0
Birmingham,Millwall,4,0,2,0,2,3,0,0,0,0
Bristol City,Blackburn,0,1,0,1,6,3,0,3,0,0
Charlton,West Brom,1,0,0,0,4,3,0,0,0,0
Derby,Hull,2,1,1,0,6,5,1,0,0,0
Ipswich,Watford,1,1,1,1,2,5,1,2,0,0
Leicester,Middlesbrough,1,1,1,0,3,6,6,1,0,1
Oxford,Stoke,0,3,0,2,10,7,1,3,0,0
Coventry,Sheffield United,3,1,0,1,6,13,3,2,0,0
Preston,Swansea,2,1,1,0,2,8,3,1,0,0
QPR,Southampton,1,2,0,0,12,1,1,3,0,0
Sheffield Weds,Norwich,1,1,1,0,9,4,0,4,0,0
Portsmouth,Wrexham,0,0,0,0,10,3,3,3,0,0
Watford,Bristol City,1,1,1,1,6,4,2,1,0,0
Blackburn,Derby,1,2,0,2,13,3,1,3,0,0
Hull,Portsmouth,3,2,2,2,5,5,1,3,0,0
Millwall,Preston,1,1,1,1,10,6,2,2,0,0
Middlesbrough,Birmingham,2,1,2,1,3,5,1,1,0,0
Norwich,Leicester,1,2,0,0,6,3,1,1,0,0
Sheffield United,QPR,0,0,0,0,14,5,0,2,0,0
Southampton,Sheffield Weds,3,1,2,1,4,5,2,2,0,0
Stoke,Coventry,0,1,0,0,3,6,3,3,0,0
Swansea,Ipswich,1,4,0,1,4,5,5,3,0,0
West Brom,Oxford,2,1,0,0,11,5,0,0,0,0
Wrexham,Charlton,1,0,0,0,8,2,1,4,0,0
Preston,Blackburn,1,2,1,1,3,7,1,0,0,0
Bristol City,Swansea,3,0,2,0,5,6,2,0,0,0
Charlton,Southampton,1,5,1,5,3,4,4,0,0,0
Coventry,West Brom,3,2,1,2,8,1,2,1,0,1
Birmingham,Norwich,4,1,3,1,3,8,1,2,0,0
Derby,Watford,2,3,1,0,9,3,2,1,0,0
Ipswich,Wrexham,0,0,0,0,5,2,2,3,0,0
Leicester,Stoke,2,1,2,0,0,10,6,2,0,0
Oxford,Middlesbrough,1,1,1,0,1,8,3,2,0,0
Portsmouth,Millwall,3,1,1,0,3,4,2,1,0,1
QPR,Hull,3,2,1,1,9,5,0,1,0,0
Sheffield Weds,Sheffield United,0,3,0,1,4,7,3,0,0,0
Hull,Ipswich,0,2,0,0,3,6,2,2,0,0
Middlesbrough,Coventry,2,4,1,2,8,3,0,0,0,0
Norwich,Oxford,1,1,1,0,8,4,1,0,0,0
Stoke,Charlton,3,0,3,0,5,0,1,1,0,0
Swansea,Derby,1,2,0,1,4,2,0,2,0,0
Watford,Preston,1,1,1,1,6,2,2,4,0,0
Southampton,Leicester,3,0,3,0,11,3,1,0,0,1
Blackburn,QPR,0,1,0,0,6,4,3,0,0,0
Millwall,Sheffield Weds,1,0,0,0,9,5,0,3,0,0
Sheffield United,Portsmouth,3,0,1,0,7,2,0,1,0,1
Wrexham,Bristol City,2,0,1,0,2,4,1,2,0,0
West Brom,Birmingham,1,1,1,0,3,3,1,2,0,0
Oxford,Ipswich,2,1,1,0,3,6,0,0,0,0
Leicester,Sheffield United,2,3,0,3,4,9,2,1,0,0
Portsmouth,Bristol City,0,1,0,1,4,4,3,0,0,0
Stoke,Hull,1,2,1,0,7,8,2,4,0,0
Coventry,Charlton,3,1,2,1,6,3,1,1,0,0
Middlesbrough,Derby,2,1,0,1,9,8,0,2,0,0
Millwall,Southampton,3,2,0,0,9,6,1,2,0,0
Norwich,QPR,3,1,3,1,9,6,2,2,0,0
Sheffield Weds,Preston,2,3,2,1,3,3,1,1,0,0
West Brom,Swansea,3,2,0,2,7,1,1,2,0,0
Wrexham,Blackburn,1,1,0,1,7,7,1,3,0,0
Birmingham,Watford,2,1,2,0,6,6,3,2,0,0
Blackburn,Ipswich,1,1,0,0,9,3,1,3,0,0
Hull,Middlesbrough,1,4,0,4,2,5,1,0,0,0
Derby,Leicester,1,3,0,3,6,3,3,2,0,0
Watford,Norwich,3,2,1,2,6,5,1,2,0,0
Bristol City,Millwall,0,1,0,0,8,1,1,5,0,0
Ipswich,Coventry,3,0,1,0,2,5,5,2,0,0
Preston,Wrexham,1,1,0,1,16,2,1,1,0,0
QPR,West Brom,3,1,1,0,4,3,1,1,0,0
Sheffield United,Stoke,4,0,3,0,9,7,1,2,0,0
Southampton,Birmingham,3,1,2,0,7,8,1,1,0,0
Swansea,Oxford,2,0,2,0,10,2,2,4,0,0
Blackburn,Oxford,1,1,0,1,9,3,1,2,0,0
Charlton,Middlesbrough,1,2,0,2,5,5,4,1,0,0
Preston,Coventry,1,1,0,0,4,8,1,0,1,0
Sheffield United,Norwich,1,1,0,0,6,2,2,3,0,0
Southampton,West Brom,3,2,3,0,2,9,2,2,0,0
Swansea,Portsmouth,1,0,0,0,5,6,2,3,0,0
Watford,Sheffield Weds,1,1,0,1,7,4,1,1,0,0
QPR,Birmingham,2,1,1,0,6,3,2,1,0,0
Bristol City,Leicester,2,2,0,2,10,3,2,3,0,0
Derby,Millwall,1,1,0,0,11,7,2,3,0,0
Ipswich,Stoke,1,0,1,0,3,4,1,1,0,0
Hull,Wrexham,2,0,1,0,8,2,0,1,0,0
West Brom,Sheffield United,2,0,0,0,8,4,0,1,0,0
Norwich,Southampton,2,1,0,0,6,5,2,2,0,0
Oxford,Preston,1,2,0,1,9,9,1,2,0,0
Stoke,Swansea,2,1,1,0,6,7,3,4,0,0
Birmingham,Charlton,1,1,1,0,10,3,3,4,0,0
Coventry,Bristol City,1,0,0,0,4,5,1,3,0,0
Leicester,Ipswich,3,1,2,0,6,5,1,2,0,0
Middlesbrough,QPR,3,1,2,0,9,4,1,0,0,0
Millwall,Hull,1,3,0,2,5,1,0,3,1,0
Portsmouth,Blackburn,2,1,0,1,7,6,2,3,0,0
Wrexham,Watford,2,2,1,2,7,1,3,6,0,0
Sheffield Weds,Derby,0,3,0,1,1,5,4,1,0,0
Swansea,Wrexham,2,1,0,1,5,7,2,2,0,0
Blackburn,Millwall,2,0,2,0,3,6,3,3,0,0
Preston,Norwich,1,1,0,0,4,3,2,3,0,0
Southampton,Coventry,1,1,0,1,7,2,1,1,0,1
Bristol City,Middlesbrough,2,0,1,0,3,13,2,3,0,0
Charlton,Oxford,1,0,0,0,5,6,2,1,0,0
Derby,Portsmouth,1,1,1,1,6,4,1,1,0,0
Hull,West Brom,1,0,1,0,8,3,4,4,0,1
Ipswich,Sheffield Weds,3,1,1,0,5,3,1,1,0,0
QPR,Leicester,4,1,4,0,2,3,1,2,0,0
Sheffield United,Birmingham,3,0,2,0,8,4,1,3,0,1
Watford,Stoke,1,0,0,0,7,5,3,3,0,0
Birmingham,Derby,1,1,0,1,12,1,3,1,1,1
Millwall,Ipswich,0,0,0,0,2,4,1,2,0,0
Coventry,Swansea,1,0,1,0,7,4,0,2,0,0
Leicester,Watford,1,2,1,1,5,6,3,2,0,0
Middlesbrough,Blackburn,0,0,0,0,4,4,2,2,0,0
Norwich,Charlton,1,0,0,0,5,6,3,2,0,0
Oxford,Southampton,2,1,1,1,5,7,2,1,0,0
Portsmouth,QPR,1,1,1,0,9,3,1,2,0,0
Sheffield Weds,Hull,2,2,1,1,4,4,2,4,0,0
Stoke,Preston,0,0,0,0,10,2,4,2,0,0
West Brom,Bristol City,1,2,0,2,9,4,1,3,0,0
Wrexham,Sheffield United,5,3,2,3,7,5,1,2,0,0
Coventry,Ipswich,0,2,0,0,3,6,1,2,0,0
Leicester,Derby,2,1,2,1,3,4,1,2,0,0
Middlesbrough,Hull,0,1,0,1,10,2,1,4,0,0
Millwall,Bristol City,2,1,1,0,1,8,4,1,0,0
Norwich,Watford,0,1,0,0,8,3,0,1,0,0
Oxford,Swansea,0,1,0,1,1,5,2,4,0,0
Portsmouth,Charlton,2,1,0,0,5,11,2,2,0,0
Sheffield Weds,Blackburn,0,0,0,0,2,7,2,3,0,0
Stoke,Sheffield United,1,2,0,0,6,2,0,1,1,0
West Brom,QPR,2,1,1,1,9,4,0,2,0,0
Wrexham,Preston,2,1,1,0,3,3,0,0,0,0
Birmingham,Southampton,1,1,0,0,2,5,1,2,0,0
