HomeTeam,AwayTeam,FTHG,FTAG
Rovaniemi,MyPa,0,1
TPS,Mariehamn,3,3
VPS,Jaro,3,0
HJK,KuPS,4,2
Inter Turku,Honka,1,2
Jaro,Rovaniemi,2,0
Lahti,TPS,3,2
Mariehamn,VPS,4,1
MyPa,JJK Jyvaskyla,3,0
HJK,Jaro,1,0
MyPa,Honka,4,3
Rovaniemi,VPS,0,2
HJK,KuPS,3,1
Rovaniemi,SJK,1,1
TPS,Honka,0,1
Jaro,Inter Turku,0,2
Mariehamn,VPS,0,3
MyPa,Lahti,1,1
Honka,MyPa,1,2
Inter Turku,SJK,2,1
KuPS,Jaro,1,4
Lahti,HJK,3,1
Mariehamn,Rovaniemi,2,0
VPS,TPS,1,0
HJK,Honka,2,2
Jaro,Lahti,2,1
MyPa,VPS,1,1
Rovaniemi,Inter Turku,1,0
SJK,KuPS,2,0
TPS,Mariehamn,0,1
HJK,TPS,0,1
Honka,Inter Turku,3,1
KuPS,Lahti,0,2
Mariehamn,Jaro,1,3
Rovaniemi,MyPa,0,1
TPS,Rovaniemi,0,2
Honka,Jaro,1,1
Inter Turku,KuPS,1,1
Lahti,SJK,1,1
Mariehamn,MyPa,2,1
VPS,HJK,0,2
HJK,Mariehamn,1,0
Jaro,VPS,1,0
KuPS,Rovaniemi,1,0
Lahti,Inter Turku,0,0
MyPa,TPS,4,1
SJK,Honka,0,0
Honka,Lahti,1,0
Mariehamn,Inter Turku,2,2
MyPa,Jaro,3,2
Rovaniemi,HJK,0,1
TPS,SJK,2,0
VPS,KuPS,1,1
HJK,MyPa,4,0
Inter Turku,VPS,0,0
Jaro,TPS,2,0
KuPS,Honka,2,0
Lahti,Rovaniemi,1,0
SJK,Mariehamn,3,0
Honka,Mariehamn,2,2
Lahti,TPS,2,0
MyPa,KuPS,2,0
SJK,Jaro,0,1
VPS,Rovaniemi,2,0
HJK,SJK,1,0
Mariehamn,Lahti,0,0
MyPa,Inter Turku,1,1
Rovaniemi,Jaro,2,1
TPS,KuPS,0,3
VPS,Honka,3,0
Inter Turku,HJK,0,2
Lahti,TPS,2,0
SJK,MyPa,1,0
Honka,Rovaniemi,1,0
Inter Turku,TPS,2,1
Jaro,HJK,0,2
KuPS,Mariehamn,4,0
Lahti,VPS,1,1
TPS,Mariehamn,3,1
Honka,Lahti,1,1
Jaro,Inter Turku,2,0
MyPa,SJK,1,3
Rovaniemi,HJK,0,0
VPS,KuPS,0,3
HJK,VPS,3,0
Inter Turku,MyPa,1,0
KuPS,Honka,2,0
SJK,Rovaniemi,1,0
Mariehamn,Jaro,4,2
Honka,HJK,1,1
Jaro,MyPa,1,1
Mariehamn,Lahti,0,1
Rovaniemi,Inter Turku,3,0
TPS,KuPS,1,1
VPS,SJK,0,1
HJK,TPS,5,0
Inter Turku,VPS,3,0
KuPS,Mariehamn,1,3
MyPa,Rovaniemi,1,1
SJK,Honka,2,1
Lahti,Jaro,1,0
Honka,Inter Turku,2,1
Jaro,Rovaniemi,1,1
Lahti,KuPS,0,1
Mariehamn,HJK,0,2
VPS,MyPa,4,0
TPS,SJK,0,1
HJK,Lahti,0,0
Inter Turku,TPS,3,2
KuPS,Jaro,1,1
SJK,Mariehamn,3,0
Honka,Rovaniemi,0,2
Jaro,VPS,1,2
KuPS,HJK,2,2
Mariehamn,Inter Turku,3,1
Lahti,SJK,1,1
TPS,MyPa,3,0
Rovaniemi,TPS,3,0
SJK,KuPS,0,0
MyPa,Mariehamn,3,0
VPS,Honka,3,1
Inter Turku,Lahti,0,1
HJK,SJK,2,0
Honka,Jaro,0,5
KuPS,Inter Turku,4,2
Lahti,MyPa,3,0
Mariehamn,Rovaniemi,2,4
TPS,VPS,0,0
Jaro,SJK,0,1
Inter Turku,HJK,3,3
Honka,TPS,1,1
MyPa,KuPS,5,3
Rovaniemi,Lahti,0,1
VPS,Mariehamn,1,2
MyPa,HJK,0,1
Honka,Mariehamn,1,1
Rovaniemi,KuPS,3,1
SJK,Inter Turku,2,2
VPS,Lahti,1,3
TPS,Jaro,2,2
Inter Turku,SJK,1,1
Jaro,TPS,1,1
KuPS,Rovaniemi,1,0
Lahti,VPS,4,1
Mariehamn,Honka,4,1
HJK,Inter Turku,2,0
KuPS,MyPa,1,0
Lahti,Rovaniemi,3,4
Mariehamn,VPS,1,0
SJK,Jaro,1,0
TPS,Honka,2,1
VPS,SJK,0,1
Jaro,Honka,3,3
MyPa,Lahti,2,2
Rovaniemi,Mariehamn,1,3
SJK,HJK,2,0
Inter Turku,KuPS,0,0
VPS,TPS,0,0
Lahti,Inter Turku,0,0
Honka,VPS,1,2
Jaro,HJK,1,4
KuPS,SJK,0,0
Mariehamn,MyPa,3,1
TPS,Rovaniemi,4,2
HJK,KuPS,2,2
Inter Turku,Mariehamn,0,2
SJK,Lahti,1,1
MyPa,TPS,2,1
Rovaniemi,Honka,2,1
VPS,Jaro,3,3
Honka,MyPa,2,0
Mariehamn,SJK,2,2
TPS,Inter Turku,1,6
VPS,Rovaniemi,2,0
Jaro,KuPS,3,2
SJK,TPS,2,1
HJK,Mariehamn,5,1
MyPa,VPS,0,0
Inter Turku,Honka,2,2
KuPS,Lahti,1,1
