HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR
Real Madrid,Las Palmas,4,1,3,1,8,2,0,1,0,1
Osasuna,Vallecano,1,1,0,1,6,3,3,2,0,0
Valencia,Sociedad,1,0,1,0,4,7,3,4,0,0
Villarreal,Mallorca,4,0,4,0,6,5,1,3,0,0
Las Palmas,Osasuna,1,1,0,0,4,2,7,8,1,0
Mallorca,Betis,0,1,0,0,4,4,2,2,1,0
Ath Madrid,Villarreal,1,1,0,1,5,6,4,2,0,0
Sevilla,Espanol,1,1,0,1,5,1,1,4,0,0
Valladolid,Real Madrid,0,3,0,1,1,7,3,3,1,0
Vallecano,Girona,2,1,0,0,4,1,3,1,0,0
Sociedad,Getafe,0,3,0,0,5,2,3,6,0,0
Ath Bilbao,Leganes,0,0,0,0,16,1,1,1,0,0
Barcelona,Valencia,7,1,5,0,14,4,0,1,0,0
Alaves,Celta,1,1,1,0,3,4,2,3,0,0
Leganes,Vallecano,0,1,0,0,2,9,2,4,1,0
Getafe,Sevilla,0,0,0,0,6,5,4,6,0,0
Villarreal,Valladolid,5,1,1,0,3,6,1,2,0,0
Ath Madrid,Mallorca,2,0,1,0,10,4,2,3,0,0
Espanol,Real Madrid,1,0,0,0,1,8,2,0,0,0
Barcelona,Alaves,1,0,0,0,5,2,5,2,0,0
Valencia,Celta,2,1,1,0,5,2,1,2,0,0
Osasuna,Sociedad,2,1,1,0,3,5,3,3,0,0
Betis,Ath Bilbao,2,2,2,1,3,7,3,1,0,0
Girona,Las Palmas,2,1,1,0,11,3,2,2,0,0
Vallecano,Valladolid,1,0,0,0,4,2,2,2,0,0
Celta,Betis,3,2,0,2,4,7,3,5,0,0
Ath Bilbao,Girona,3,0,2,0,11,2,0,4,0,0
Las Palmas,Villarreal,1,2,0,0,6,5,6,3,0,0
Real Madrid,Ath Madrid,1,1,0,1,6,1,1,3,0,0
Alaves,Getafe,0,1,0,1,8,3,2,6,0,0
Valencia,Leganes,2,0,2,0,9,3,1,1,0,0
Sociedad,Espanol,2,1,1,0,6,0,1,2,0,0
Sevilla,Barcelona,1,4,1,1,5,6,5,2,0,1
Mallorca,Osasuna,1,1,0,0,7,11,1,4,0,0
Girona,Getafe,1,2,0,1,3,3,2,3,1,0
Leganes,Alaves,3,3,2,1,3,2,4,5,1,0
Osasuna,Real Madrid,1,1,0,1,6,2,3,1,0,1
Ath Madrid,Celta,1,1,0,0,2,7,3,5,1,0
Villarreal,Valencia,1,1,1,0,4,5,0,5,0,0
Espanol,Ath Bilbao,1,1,0,0,2,7,1,1,0,0
Valladolid,Sevilla,0,4,0,2,3,2,4,2,0,0
Mallorca,Las Palmas,3,1,3,0,3,5,1,4,0,0
Betis,Sociedad,3,0,0,0,5,5,0,2,0,2
Barcelona,Vallecano,1,0,1,0,4,5,2,3,0,0
Celta,Osasuna,1,0,0,0,5,4,1,0,0,0
Alaves,Espanol,0,1,0,0,7,0,2,2,0,0
Vallecano,Villarreal,0,1,0,0,3,5,1,4,1,0
Valencia,Ath Madrid,0,3,0,2,7,0,1,3,0,0
Las Palmas,Barcelona,0,2,0,0,5,3,1,1,0,0
Ath Bilbao,Valladolid,7,1,4,0,4,4,2,3,0,1
Real Madrid,Girona,2,0,1,0,11,5,0,2,0,0
Getafe,Betis,1,2,0,1,2,5,3,0,1,1
Sociedad,Leganes,3,0,1,0,3,3,3,3,0,0
Sevilla,Mallorca,1,1,1,0,4,4,1,3,0,0
Valladolid,Las Palmas,1,1,0,1,13,4,2,1,0,1
Girona,Celta,2,2,1,1,4,2,0,0,0,0
Vallecano,Sevilla,1,1,0,0,6,6,1,0,0,0
Betis,Real Madrid,2,1,1,1,9,2,3,4,0,0
Ath Madrid,Ath Bilbao,1,0,0,0,6,2,2,3,0,0
Leganes,Getafe,1,0,0,0,2,6,1,1,0,0
Barcelona,Sociedad,4,0,2,0,12,0,0,0,0,1
Mallorca,Alaves,1,1,1,0,3,9,0,2,0,0
Osasuna,Valencia,3,3,3,2,3,3,2,1,0,0
Celta,Leganes,2,1,2,1,2,5,3,2,0,0
Alaves,Villarreal,1,0,1,0,1,6,3,1,2,0
Valencia,Valladolid,2,1,1,1,5,4,1,3,0,0
Getafe,Ath Madrid,2,1,0,0,4,4,6,2,0,1
Real Madrid,Vallecano,2,1,2,1,4,6,3,1,0,0
Ath Bilbao,Mallorca,1,1,0,0,3,3,1,3,0,0
Betis,Las Palmas,1,0,0,0,11,1,2,8,0,1
Sociedad,Sevilla,0,1,0,0,6,3,2,1,0,0
Espanol,Girona,1,1,0,0,4,9,3,3,0,0
Las Palmas,Alaves,2,2,0,1,4,5,5,5,0,0
Valladolid,Celta,0,1,0,0,3,4,3,3,0,0
Mallorca,Espanol,2,1,0,0,6,2,0,2,0,0
Villarreal,Real Madrid,1,2,1,2,11,4,2,1,0,0
Girona,Valencia,1,1,0,0,9,4,2,1,0,0
Leganes,Betis,2,3,2,0,3,7,2,1,0,0
Sevilla,Ath Bilbao,0,1,0,0,4,6,4,2,0,0
Osasuna,Getafe,1,2,1,0,3,2,2,3,0,1
Vallecano,Sociedad,2,2,0,1,4,4,3,2,0,0
Ath Madrid,Barcelona,2,4,1,0,6,6,1,3,0,0
Barcelona,Osasuna,3,0,2,0,8,4,1,3,0,0
Sociedad,Valladolid,2,1,1,0,3,6,2,3,0,0
Espanol,Ath Madrid,1,1,0,1,4,3,2,1,0,0
Alaves,Vallecano,0,2,0,1,8,5,3,5,0,0
Real Madrid,Leganes,3,2,1,2,8,3,1,4,0,0
Getafe,Villarreal,1,2,1,2,3,1,1,4,0,0
Barcelona,Girona,4,1,1,0,10,2,0,1,0,0
Ath Bilbao,Osasuna,0,0,0,0,3,4,1,1,0,0
Valencia,Mallorca,1,0,0,0,4,5,5,5,0,0
Betis,Sevilla,2,1,2,1,2,2,4,4,0,0
Celta,Las Palmas,1,1,1,0,4,2,3,0,0,0
Vallecano,Espanol,0,4,0,2,8,4,2,2,0,0
Girona,Alaves,0,1,0,0,1,5,1,4,0,0
Real Madrid,Valencia,1,2,0,1,9,4,0,4,0,0
Mallorca,Celta,1,2,1,0,4,2,3,0,0,0
Barcelona,Betis,1,1,1,1,9,3,2,1,0,0
Las Palmas,Sociedad,1,3,0,1,5,4,0,2,0,0
Sevilla,Ath Madrid,1,2,1,1,7,7,1,4,0,0
Valladolid,Getafe,0,4,0,3,3,4,3,1,1,0
Villarreal,Ath Bilbao,0,0,0,0,6,5,0,1,1,0
Leganes,Osasuna,1,1,0,0,4,8,3,3,0,0
Valencia,Sevilla,1,0,1,0,3,3,3,2,0,0
